Company Name,Ticker,Exchange,Sector,Industry,Optionable,Last Close,Beta,Market Cap (mil),Month of Fiscal Yr End,P/E (Trailing 12 Months),P/E (F1),P/E (F2),F0 Consensus Est.,F1 Consensus Est.,F2 Consensus Est.,EPS Growth F1,EPS Growth F2,F1 PEG,F2 PEG,PEG Ratio
Carlyle Group,CG,NSDQ,Finance,Financial - Investment Funds,YES,34.06,1.69,12333.63,12,8.05,12.55,8.7,4.29,2.71,3.91,-0.3682983682983683,0.4428044280442805,-0.34075632911392406,0.19647499999999996,
Centerra Gold,CGAU,NYSE,Basic Materials,Mining - Gold,YES,6.42,0.78,1404.75,12,,35.67,10.66,-0.07,0.18,0.6,-3.571428571428571,2.3333333333333335,-0.09987600000000002,0.04568571428571429,
Cognex,CGNX,NSDQ,Computer and Technology,Electronics - Testing Equipment,YES,58.56,1.57,10107.54,12,57.41,61.51,45.82,1.33,0.95,1.28,-0.2857142857142858,0.34736842105263166,-2.1528499999999995,1.3190606060606058,
City Holding,CHCO,NSDQ,Finance,Banks - Southeast,YES,93.08,0.55,1403.45,12,12.54,13.18,13.66,6.64,7.06,6.81,0.06325301204819277,-0.03541076487252125,2.0836952380952383,-3.857584,
Church & Dwight Co.,CHD,NYSE,Consumer Staples,Soap and Cleaning Materials,YES,98.39,0.48,24033.13,12,32.91,31.75,29.26,2.95,3.1,3.36,0.05084745762711861,0.0838709677419354,6.24416666666667,3.488692307692311,4.02
Churchill Downs,CHDN,NSDQ,Consumer Discretionary,Gaming,YES,132.74,1.1,9937.92,12,29.7,21.73,17.7,4.21,6.11,7.5,0.4513064133016628,0.22749590834697211,0.4814910526315788,0.7780359712230217,1.95
Chemed,CHE,NYSE,Medical,Medical - Outpatient and Home Healthcare,YES,549.05,0.53,8246.61,12,27.74,26.44,24.24,19.67,20.77,22.65,0.05592272496187076,0.09051516610495904,4.727952727272737,2.67800425531915,3.0
The Chef's Warehouse,CHEF,NSDQ,Consumer Staples,Food - Miscellaneous,YES,36.69,1.86,1450.8,12,24.14,22.3,19.67,1.5,1.64,1.87,0.09333333333333327,0.14024390243902451,2.389285714285716,1.4025565217391291,
Chegg,CHGG,NYSE,Computer and Technology,Internet - Software,YES,9.12,1.13,1091.81,12,7.3,8.71,7.84,1.28,1.05,1.16,-0.17968749999999997,0.10476190476190464,-0.48473043478260885,0.7483636363636372,0.71
Choice Hotels International,CHH,NYSE,Consumer Discretionary,Hotels and Motels,YES,120.34,1.26,6136.32,12,22.41,20.3,18.38,5.09,5.93,6.55,0.16502946954813358,0.10455311973018552,1.2300833333333336,1.7579580645161283,1.61
Chesapeake Energy,CHK,NSDQ,Oils-Energy,Oil and Gas - Exploration and Production - United States,YES,80.85,0.68,10823.31,12,5.05,16.03,10.89,16.13,5.04,7.43,-0.6875387476751396,0.47420634920634913,-0.23315049594229031,0.22964686192468625,0.67
Check Point Software Technologies,CHKP,NSDQ,Computer and Technology,Computers - IT Services,YES,127.3,0.67,15373.0,12,16.62,15.85,14.51,7.32,8.03,8.77,0.09699453551912555,0.09215442092154424,1.6341126760563403,1.5745310810810806,2.16
Chord Energy Corporation,CHRD,NSDQ,Oils-Energy,Oil and Gas - Exploration and Production - United States,YES,146.37,1.3,6081.66,12,6.03,7.09,5.27,28.02,20.66,27.8,-0.26266952177016417,0.345595353339787,-0.26992092391304345,0.15249047619047618,0.37
C.H. Robinson Worldwide,CHRW,NSDQ,Transportation,Transportation - Services,YES,94.85,0.78,11044.22,12,14.68,24.11,19.87,7.79,3.93,4.77,-0.49550706033376124,0.213740458015267,-0.4865722797927461,0.9296321428571436,3.29
Charter Communications,CHTR,NSDQ,Consumer Discretionary,Cable Television,YES,374.81,1.13,57215.27,12,12.28,12.3,10.64,31.02,30.47,35.22,-0.01773049645390073,0.15589104036757467,-6.937199999999992,0.682528,0.47
Chewy,CHWY,NYSE,Consumer Staples,Consumer Products - Staples,YES,37.9,0.88,16199.5,1,90.24,67.88,52.76,-0.03,0.56,0.72,-19.66666666666667,0.28571428571428553,-0.03451525423728812,1.8466000000000011,3.39
ChampionX,CHX,NSDQ,Construction,Engineering - R and D Services,YES,34.33,2.57,6796.44,12,24.52,18.39,15.21,1.22,1.87,2.26,0.5327868852459018,0.20855614973262013,0.34516615384615373,0.7293000000000006,0.67
Cigna Group,CI,NYSE,Finance,Insurance - Multi line,YES,281.16,0.65,83187.44,12,12.42,11.33,9.94,23.15,24.81,28.3,0.07170626349892009,0.14066908504635237,1.5800572289156625,0.7066229226361027,1.02
Ciena,CIEN,NYSE,Computer and Technology,Fiber Optics,YES,41.42,0.96,6192.23,10,17.85,15.75,12.59,1.38,2.63,3.29,0.9057971014492754,0.2509505703422054,0.17388,0.501692424242424,1.05
Comp En De Mn Cemig,CIG,NYSE,Utilities,Utility - Electric Power,YES,2.56,0.78,5635.51,12,8.0,8.83,8.53,0.3,0.29,0.3,-0.03333333333333337,0.03448275862068969,-2.6489999999999974,2.4736999999999973,
Colliers International Group,CIGI,NSDQ,Finance,Real Estate - Operations,YES,105.84,1.48,4853.15,12,16.49,15.09,13.02,7.01,7.01,8.13,0.0,0.1597717546362341,inf,0.8149124999999992,
Chimera Investment,CIM,NYSE,Finance,REIT and Equity Trust,YES,5.78,1.57,1341.52,12,7.05,9.48,6.96,1.22,0.61,0.83,-0.5,0.360655737704918,-0.18960000000000002,0.19298181818181823,
Cincinnati Financial,CINF,NSDQ,Finance,Insurance - Property and Casualty,YES,98.36,0.61,15463.44,12,27.78,22.0,16.91,4.21,4.47,5.82,0.06175771971496432,0.30201342281879207,3.5623076923076953,0.5599088888888887,1.29
CIRCOR International,CIR,NYSE,Industrial Products,Metal Products - Procurement and Fabrication,YES,56.01,2.4,1142.07,12,24.25,26.17,21.3,1.46,2.14,2.63,0.4657534246575344,0.22897196261682232,0.561885294117647,0.9302448979591841,
Civitas Resources,CIVI,NYSE,Oils-Energy,Oil and Gas - Exploration and Production - United States,YES,70.47,1.71,5668.39,12,5.45,6.23,4.88,13.32,11.3,14.43,-0.15165165165165162,0.2769911504424778,-0.4108099009900991,0.17617891373801922,
ColgatePalmolive,CL,NYSE,Consumer Staples,Soap and Cleaning Materials,YES,75.58,0.5,62698.77,12,25.53,24.09,22.05,2.97,3.14,3.43,0.057239057239057214,0.09235668789808918,4.208664705882355,2.3874827586206897,3.88
CORE LABS INC,CLB,NYSE,Oils-Energy,Oil and Gas - Field Services,YES,23.74,2.64,1108.22,12,34.41,26.98,20.64,0.56,0.88,1.15,0.5714285714285713,0.3068181818181817,0.4721500000000001,0.6727111111111114,0.55
Columbia Financial,CLBK,NSDQ,Finance,Financial - Miscellaneous Services,YES,18.05,0.21,1909.86,12,21.49,33.43,29.59,0.84,0.54,0.61,-0.3571428571428571,0.12962962962962954,-0.9360400000000002,2.2826571428571443,
Cellebrite DI Ltd.,CLBT,NSDQ,Business Services,Technology Services,YES,7.18,1.3,1397.87,12,59.83,45.59,34.6,0.07,0.16,0.21,1.2857142857142856,0.31249999999999994,0.35458888888888895,1.1072000000000004,1.22
ClevelandCliffs,CLF,NYSE,Basic Materials,Mining - Miscellaneous,YES,16.82,2.23,8663.63,12,14.13,8.36,7.54,2.61,2.01,2.23,-0.22988505747126442,0.10945273631840807,-0.36365999999999987,0.6888818181818175,
Clean Harbors,CLH,NYSE,Business Services,Waste Removal Services,YES,167.22,1.39,9046.6,12,21.8,24.03,21.93,7.31,6.96,7.63,-0.047879616963064246,0.09626436781609195,-5.018837142857149,2.2781014925373135,
Calumet Specialty Products Partners,CLMT,NSDQ,Oils-Energy,Oil and Gas - Refining and Marketing - Master Limited Partnerships,YES,16.27,1.98,1300.92,12,16.95,13.95,8.43,-1.34,1.17,1.93,-1.8731343283582087,0.6495726495726496,-0.07447410358565738,0.12977763157894737,
Celestica,CLS,NYSE,Computer and Technology,Electronics - Manufacturing Services,YES,16.25,2.09,1938.98,12,8.17,8.04,7.59,1.87,2.02,2.14,0.08021390374331545,0.05940594059405946,1.0023200000000005,1.2776499999999988,
Clarivate,CLVT,NYSE,Computer and Technology,Internet - Software,YES,9.71,1.12,6564.67,12,11.84,11.82,10.33,0.81,0.82,0.94,0.012345679012345552,0.14634146341463414,9.574200000000099,0.7058833333333334,0.9
Clorox,CLX,NYSE,Consumer Staples,Soap and Cleaning Materials,YES,153.51,0.3,18977.45,6,35.29,26.92,22.93,4.56,5.7,6.7,0.25000000000000017,0.17543859649122806,1.0767999999999993,1.3070100000000002,2.15
Canadian Imperial Bank of Commerce,CM,NYSE,Finance,Banks - Foreign,YES,43.25,1.01,39706.7,10,8.29,8.45,8.39,5.51,5.12,5.16,-0.07078039927404713,0.007812500000000007,-1.1938333333333342,10.739199999999991,1.69
Comerica,CMA,NYSE,Finance,Banks - Major Regional,YES,48.06,1.19,6328.05,12,5.06,6.17,6.95,8.47,7.79,6.91,-0.08028335301062581,-0.11296534017971757,-0.7685279411764698,-0.6152329545454547,1.44
Commercial Metals,CMC,NYSE,Basic Materials,Steel - Producers,YES,55.18,1.3,6444.27,8,6.77,7.17,9.52,9.85,7.7,5.79,-0.21827411167512686,-0.24805194805194805,-0.328486046511628,-0.38379057591623034,
Columbus McKinnon,CMCO,NSDQ,Industrial Products,Manufacturing - Material Handling,YES,41.32,1.24,1185.94,3,14.05,14.4,12.39,2.87,2.87,3.34,0.0,0.1637630662020905,inf,0.7565808510638302,
Comcast,CMCSA,NSDQ,Consumer Discretionary,Cable Television,YES,42.09,1.0,175465.94,12,11.35,11.4,10.23,3.6,3.69,4.11,0.02499999999999996,0.11382113821138222,4.560000000000008,0.8987785714285705,1.11
CME Group,CME,NSDQ,Finance,Securities and Exchanges,YES,185.25,0.41,66637.7,12,22.35,20.83,20.72,7.95,8.89,8.94,0.11823899371069187,0.00562429696287952,1.761686170212765,36.84016000000078,3.89
Chipotle Mexican Grill,CMG,NYSE,Retail-Wholesale,Retail - Restaurants,YES,2127.51,1.31,58697.66,12,56.58,48.17,40.18,33.37,44.17,52.95,0.32364399160923,0.19877745075843334,1.4883637962962957,2.0213560364464693,1.51
Cummins,CMI,NYSE,Auto-Tires-Trucks,Automotive - Internal Combustion Engines,YES,255.12,1.05,36115.25,12,14.13,12.88,12.59,15.2,19.8,20.27,0.30263157894736853,0.02373737373737368,0.42559999999999987,5.303872340425545,1.42
Cimpress,CMPR,NSDQ,Consumer Discretionary,Consumer Services - Miscellaneous,YES,64.52,1.73,1698.34,6,,28.68,16.46,-7.89,2.25,3.92,-1.285171102661597,0.7422222222222222,-0.2231609467455621,0.22176646706586825,
Costamare,CMRE,NYSE,Transportation,Transportation - Shipping,YES,9.88,1.43,1212.14,12,3.5,3.88,3.42,3.38,2.55,2.89,-0.24556213017751483,0.13333333333333347,-0.1580048192771084,0.25649999999999973,
CMS Energy,CMS,NYSE,Utilities,Utility - Electric Power,YES,60.0,0.36,17499.37,12,25.1,19.32,17.93,2.89,3.11,3.35,0.07612456747404836,0.07717041800643094,2.5379454545454574,2.3234291666666644,2.48
CNA Financial,CNA,NYSE,Finance,Insurance - Property and Casualty,YES,38.03,0.65,10300.59,12,9.8,8.88,8.6,3.67,4.28,4.42,0.1662125340599456,0.032710280373831696,0.5342557377049179,2.629142857142863,1.78
Centene,CNC,NYSE,Medical,Medical - HMOs,YES,65.07,0.58,35708.42,12,10.77,10.12,9.88,5.72,6.43,6.59,0.12412587412587413,0.024883359253499247,0.8153014084507041,3.9705249999999963,0.87
CNH Industrial,CNHI,NYSE,Auto-Tires-Trucks,Automotive - Foreign,YES,15.25,1.64,20430.51,12,9.84,8.69,8.43,1.47,1.76,1.81,0.19727891156462588,0.028409090909090936,0.4404931034482758,2.967359999999997,
Canadian National Railway,CNI,NYSE,Transportation,Transportation - Rail,YES,117.56,0.91,77459.7,12,19.46,20.43,18.37,5.56,5.75,6.4,0.03417266187050367,0.11304347826086962,5.9784631578947245,1.6250384615384608,3.08
Cinemark,CNK,NYSE,Consumer Discretionary,Leisure and Recreation Services,YES,15.03,2.26,1827.33,12,,18.0,12.29,-1.8,0.83,1.22,-1.461111111111111,0.46987951807228917,-0.12319391634980989,0.26155641025641024,1.8
Core & Main,CNM,NYSE,Business Services,Waste Removal Services,YES,31.33,0.93,7240.61,1,13.33,17.21,14.37,2.15,1.82,2.18,-0.15348837209302318,0.19780219780219785,-1.1212575757575762,0.7264833333333331,
CONMED,CNMD,NYSE,Medical,Medical - Dental Supplies,YES,133.42,1.39,4079.35,12,51.12,39.14,30.96,3.15,3.41,4.31,0.08253968253968262,0.26392961876832827,4.741961538461534,1.1730400000000007,2.02
CNO Financial Group,CNO,NYSE,Finance,Insurance - Multi line,YES,24.47,1.14,2803.12,12,10.15,8.82,8.2,2.32,2.78,2.98,0.19827586206896552,0.07194244604316553,0.4448347826086957,1.1397999999999988,
CenterPoint Energy,CNP,NYSE,Utilities,Utility - Electric Power,YES,29.68,0.88,18728.95,12,21.05,19.9,18.4,1.39,1.49,1.61,0.07194244604316553,0.08053691275167793,2.766099999999997,2.284666666666664,2.68
Canadian Natural Resources Limited,CNQ,NYSE,Oils-Energy,Oil and Gas - Exploration and Production - Canadian,YES,55.9,1.57,61068.54,12,7.35,10.56,9.65,8.32,5.29,5.79,-0.36418269230769235,0.0945179584120983,-0.28996435643564356,1.0209700000000002,0.86
CNX Resources,CNX,NYSE,Oils-Energy,Oil and Gas - Exploration and Production - United States,YES,17.83,1.33,2952.21,12,7.85,10.61,9.69,1.5,1.68,1.84,0.11999999999999995,0.09523809523809533,0.884166666666667,1.017449999999999,1.67
Concentrix,CNXC,NSDQ,Business Services,Business - Services,YES,85.48,0.4,4449.64,11,7.63,7.55,6.92,12.06,11.32,12.36,-0.061359867330016596,0.09187279151943455,-1.2304459459459458,0.7532153846153852,0.73
PC Connection,CNXN,NSDQ,Retail-Wholesale,Retail - Computer Hardware,YES,45.81,0.75,1203.78,12,14.73,15.69,13.47,3.42,2.92,3.4,-0.14619883040935672,0.1643835616438356,-1.073196,0.8194250000000002,
Vita Coco Company,COCO,NSDQ,Consumer Staples,Beverages - Soft drinks,YES,25.25,0.1,1421.91,12,70.14,37.41,28.94,0.23,0.68,0.87,1.956521739130435,0.27941176470588225,0.19120666666666664,1.035747368421053,
Compass Diversified Holdings,CODI,NYSE,Finance,Financial - Investment Funds,YES,22.75,1.74,1636.81,12,15.69,12.69,10.32,2.13,1.79,2.2,-0.15962441314553985,0.229050279329609,-0.7949911764705885,0.4505560975609755,
Capital One Financial,COF,NYSE,Finance,Financial - Consumer Loans,YES,113.43,1.45,43308.28,12,7.94,9.6,8.09,18.65,11.82,14.01,-0.3662198391420911,0.18527918781725883,-0.26213762811127383,0.4366383561643837,1.58
COHERENT CORP,COHR,NYSE,Business Services,Technology Services,YES,51.14,1.59,7127.78,6,14.41,21.29,13.21,2.97,2.4,3.87,-0.191919191919192,0.6125000000000002,-1.1093210526315787,0.21567346938775506,4.27
Cohu,COHU,NSDQ,Computer and Technology,Electronics - Manufacturing Machinery,YES,41.15,1.56,1946.4,12,14.64,20.85,17.24,2.81,1.97,2.39,-0.29893238434163705,0.2131979695431473,-0.6974821428571428,0.8086380952380948,
Columbia Banking System,COLB,NSDQ,Finance,Banks - West,YES,22.05,0.66,4596.5,12,7.25,6.41,5.67,3.36,3.44,3.89,0.023809523809523832,0.13081395348837216,2.6921999999999975,0.43343999999999977,
Americold Realty Trust,COLD,NYSE,Finance,REIT and Equity Trust - Other,YES,32.59,0.53,8804.65,12,28.59,26.99,23.03,1.11,1.21,1.41,0.09009009009008996,0.16528925619834708,2.9958900000000037,1.3933150000000003,2.83
Columbia Sportswear,COLM,NSDQ,Consumer Discretionary,Textile - Apparel,YES,77.04,0.95,4776.48,12,15.11,14.67,13.02,5.23,5.25,5.92,0.003824091778202595,0.1276190476190476,38.36205000000082,1.020223880597015,1.16
CommScope,COMM,NSDQ,Computer and Technology,Communication - Infrastructure,YES,5.2,1.95,1090.91,12,2.97,2.74,2.23,1.63,1.9,2.33,0.16564417177914112,0.2263157894736843,0.16541481481481482,0.09853488372093018,0.16
The Cooper Companies,COO,NYSE,Medical,Medical - Dental Supplies,YES,393.97,0.91,19504.64,10,33.05,30.8,27.55,12.76,12.79,14.3,0.0023510971786833354,0.11806098514464439,131.00266666666946,2.333539735099335,2.8
Mr. Cooper Group,COOP,NSDQ,Finance,Financial - Consumer Loans,YES,52.81,1.56,3593.9,12,19.0,9.98,7.71,2.47,5.29,6.85,1.1417004048582995,0.2948960302457466,0.08741347517730498,0.261448076923077,
ConocoPhillips,COP,NYSE,Oils-Energy,Oil and Gas - Integrated - United States,YES,106.44,1.29,128798.66,12,8.45,11.16,9.74,13.53,9.53,10.93,-0.29563932002956395,0.1469045120671564,-0.37748699999999996,0.663015714285714,0.61
Corcept Therapeutics,CORT,NSDQ,Medical,Medical - Drugs,YES,22.94,0.46,2330.25,12,27.98,36.9,37.61,0.95,0.62,0.61,-0.34736842105263155,-0.01612903225806453,-1.0622727272727273,-23.318199999999983,
Costco Wholesale,COST,NSDQ,Retail-Wholesale,Retail - Discount Stores,YES,552.96,0.79,245016.59,8,39.41,38.4,35.93,13.13,14.4,15.39,0.09672505712109669,0.06875000000000002,3.9700157480314977,5.226181818181817,4.62
Coty,COTY,NYSE,Consumer Staples,Cosmetics,YES,12.37,1.88,10549.1,6,24.25,26.26,21.76,0.54,0.47,0.57,-0.12962962962962973,0.21276595744680848,-2.025771428571427,1.0227200000000003,1.55
Canadian Pacific Kansas City Limited,CP,NYSE,Transportation,Transportation - Rail,YES,79.77,1.02,74294.23,12,27.04,26.74,22.36,2.76,2.98,3.57,0.07971014492753631,0.19798657718120802,3.354654545454542,1.129369491525424,2.72
Copa Holdings,CPA,NYSE,Transportation,Transportation - Airline,YES,115.71,1.29,4560.81,12,9.88,7.42,7.28,7.96,15.6,15.9,0.9597989949748743,0.019230769230769277,0.07730785340314136,3.7855999999999908,0.35
Campbell Soup,CPB,NYSE,Consumer Staples,Food - Miscellaneous,YES,44.94,0.33,13396.25,7,14.69,14.96,14.38,2.84,3.0,3.13,0.056338028169014134,0.0433333333333333,2.655399999999998,3.318461538461541,4.41
Callon Petroleum,CPE,NYSE,Oils-Energy,Oil and Gas - Exploration and Production - United States,YES,34.11,2.74,2324.79,12,2.62,4.29,4.21,14.58,7.95,8.1,-0.4547325102880658,0.01886792452830182,-0.09434117647058825,2.2313000000000076,
Crescent Point Energy,CPG,NYSE,Oils-Energy,Oil and Gas - Exploration and Production - Canadian,YES,7.11,2.21,3854.16,12,5.55,5.53,5.9,2.87,1.28,1.21,-0.554006968641115,-0.05468750000000005,-0.0998182389937107,-1.078857142857142,
Chesapeake Utilities,CPK,NYSE,Utilities,Utility - Gas Distribution,YES,119.66,0.56,2117.98,12,24.27,22.49,20.77,4.86,5.32,5.76,0.09465020576131686,0.08270676691729313,2.3761173913043483,2.511281818181821,
Coupang,CPNG,NYSE,Retail-Wholesale,Internet - Commerce,YES,17.92,1.41,31877.3,12,149.33,71.68,38.96,-0.07,0.25,0.46,-4.571428571428571,0.8400000000000001,-0.15680000000000002,0.4638095238095237,
Capri Holdings,CPRI,NYSE,Retail-Wholesale,Retail - Apparel and Shoes,YES,34.79,2.26,4083.54,3,5.7,5.68,5.32,6.09,6.12,6.55,0.004926108374384277,0.07026143790849669,11.530399999999904,0.7571720930232564,1.8
Copart,CPRT,NSDQ,Business Services,Auction and Valuation Services,YES,93.74,1.21,44751.47,7,38.98,38.08,34.9,2.21,2.46,2.69,0.11312217194570136,0.09349593495934959,3.3662719999999995,3.732782608695652,
Catalyst Pharmaceuticals,CPRX,NSDQ,Medical,Medical - Drugs,YES,13.47,1.11,1434.65,12,15.31,11.97,9.84,0.73,1.13,1.37,0.5479452054794519,0.21238938053097367,0.21845250000000008,0.4632999999999995,
Camden Property Trust,CPT,NYSE,Finance,REIT and Equity Trust - Residential,YES,110.75,0.79,11823.9,12,16.43,16.13,15.46,6.61,6.86,7.16,0.037821482602118,0.04373177842565595,4.264772,3.53518666666667,5.89
Cheniere Energy Partners,CQP,AMEX,Oils-Energy,Oil and Gas - Production and Pipelines,YES,48.34,0.83,23398.16,12,10.31,16.53,13.84,4.74,2.92,3.49,-0.3839662447257384,0.1952054794520549,-0.4305065934065934,0.7089964912280698,
"Corebridge Financial, Inc.",CRBG,NYSE,Finance,Insurance - Multi line,YES,18.78,,12172.16,12,,4.63,3.76,2.7,4.06,5.0,0.5037037037037034,0.23152709359605922,0.09191911764705887,0.1623999999999999,0.2
California Resources,CRC,NYSE,Oils-Energy,Oil and Gas - Exploration and Production - United States,YES,46.21,1.14,3260.08,12,7.16,7.82,7.68,5.49,5.91,6.02,0.07650273224043715,0.01861252115059212,1.0221857142857145,4.126254545454567,
Cricut,CRCT,NSDQ,Business Services,Technology Services,YES,13.0,0.32,2849.91,12,61.9,48.15,33.33,0.29,0.27,0.39,-0.06896551724137918,0.4444444444444444,-6.981750000000013,0.749925,
Credo Technology Group,CRDO,NSDQ,Business Services,Technology Services,YES,16.79,2.06,2503.04,4,279.83,516.61,69.96,0.06,0.03,0.24,-0.5,7.0,-10.3322,0.09994285714285714,
Crescent Energy Company,CRGY,NYSE,Oils-Energy,Alternative Energy - Other,YES,10.94,2.42,1827.06,12,0.9,12.8,5.13,4.22,0.86,2.13,-0.7962085308056872,1.4767441860465116,-0.16076190476190477,0.034738582677165356,9.48
CRH,CRH,NYSE,Construction,Building Products - Miscellaneous,YES,57.54,1.16,41907.57,12,,14.72,13.35,3.49,3.91,4.31,0.12034383954154725,0.10230179028132978,1.2231619047619051,1.3049625000000018,1.39
Carter's,CRI,NYSE,Consumer Discretionary,Shoes and Retail Apparel ,YES,72.85,1.26,2745.6,12,11.68,11.85,11.34,6.37,6.15,6.42,-0.034536891679748785,0.04390243902439017,-3.43111363636364,2.5830000000000037,
Comstock Resources,CRK,NYSE,Oils-Energy,Oil and Gas - Exploration and Production - United States,YES,11.61,1.19,3221.89,12,3.26,12.32,5.45,3.54,0.94,2.13,-0.7344632768361582,1.2659574468085106,-0.16774153846153847,0.043050420168067226,
Charles River Laboratories International,CRL,NYSE,Medical,Medical Services,YES,209.34,1.34,10714.02,12,18.76,20.29,17.59,10.9,10.32,11.9,-0.05321100917431193,0.15310077519379844,-3.813120689655172,1.1489164556962026,1.45
Salesforce,CRM,NYSE,Computer and Technology,Computer - Software,YES,228.0,1.19,222072.0,1,38.26,30.66,25.37,4.92,7.44,8.99,0.5121951219512196,0.2083333333333333,0.5985999999999998,1.2177600000000004,1.59
Cerence,CRNC,NSDQ,Computer and Technology,Computers - IT Services,YES,27.46,2.55,1106.89,9,45.02,105.61,17.91,1.13,0.26,1.53,-0.7699115044247787,4.884615384615384,-1.371716091954023,0.03666614173228347,
Crocs,CROX,NSDQ,Consumer Discretionary,Textile - Apparel,YES,127.1,1.89,7883.44,12,11.08,11.02,9.97,10.45,11.53,12.75,0.10334928229665073,0.1058109280138769,1.066287037037037,0.9422467213114749,0.73
Carpenter Technology,CRS,NYSE,Basic Materials,Steel - Speciality,YES,55.91,1.8,2714.44,6,151.11,17.33,18.09,1.04,3.23,3.09,2.105769230769231,-0.04334365325077403,0.08229771689497715,-4.173621428571425,
Corsair Gaming,CRSR,NSDQ,Consumer Discretionary,Gaming,YES,17.5,1.7,1786.05,12,92.11,29.01,21.52,0.15,0.6,0.81,3.0,0.35000000000000014,0.09670000000000001,0.6148571428571425,
Criteo,CRTO,NSDQ,Computer and Technology,Internet - Software and Services,YES,34.18,0.9,2164.17,12,14.18,11.62,10.6,2.6,2.94,3.22,0.13076923076923072,0.09523809523809533,0.888588235294118,1.1129999999999989,
Cirrus Logic,CRUS,NSDQ,Computer and Technology,Electronics - Semiconductors,YES,79.97,0.96,4374.96,3,12.44,15.63,13.18,6.34,5.11,6.07,-0.19400630914826492,0.18786692759295498,-0.8056439024390246,0.7015604166666667,9.83
CrowdStrike,CRWD,NSDQ,Computer and Technology,Internet - Software,YES,152.73,0.95,36213.56,1,84.85,63.97,49.83,1.5,2.39,3.07,0.5933333333333334,0.2845188284518827,1.0781460674157304,1.7513779411764714,2.14
Cisco Systems,CSCO,NSDQ,Computer and Technology,Computer - Networking,YES,50.81,1.0,207053.7,7,14.23,13.36,12.6,3.35,3.8,4.03,0.13432835820895514,0.060526315789473796,0.9945777777777783,2.0817391304347788,2.05
CoStar Group,CSGP,NSDQ,Computer and Technology,Computers - IT Services,YES,90.61,0.9,37017.73,12,72.49,73.17,59.74,1.24,1.24,1.52,0.0,0.22580645161290325,inf,2.6456285714285714,3.66
CSG Systems International,CSGS,NSDQ,Computer and Technology,Computer - Services,YES,51.93,0.88,1645.28,12,13.74,14.62,13.36,3.68,3.55,3.89,-0.03532608695652183,0.09577464788732404,-4.138584615384604,1.394941176470587,
Canadian Solar,CSIQ,NSDQ,Oils-Energy,Solar,YES,38.08,1.39,2495.05,12,8.48,6.62,5.96,2.74,5.76,6.39,1.1021897810218975,0.10937499999999999,0.06006225165562916,0.5449142857142858,
Carlisle Companies,CSL,NYSE,Conglomerates,Diversified Operations,YES,268.74,0.96,13697.04,12,14.69,15.1,12.94,19.95,17.8,20.77,-0.10776942355889718,0.1668539325842696,-1.4011395348837217,0.7755286195286198,0.89
Constellium,CSTM,NYSE,Industrial Products,Metal Products - Distribution,YES,17.95,1.89,2590.21,12,9.97,13.7,9.57,2.07,1.31,1.88,-0.3671497584541062,0.43511450381679373,-0.3731447368421053,0.21994210526315797,
CSX,CSX,NSDQ,Transportation,Transportation - Rail,YES,33.22,1.23,67538.09,12,16.69,17.11,16.06,1.9,1.94,2.07,0.02105263157894739,0.06701030927835046,8.127249999999991,2.396646153846156,2.48
Cintas,CTAS,NSDQ,Industrial Products,Uniform and Related,YES,503.67,1.32,51224.15,5,38.8,35.94,32.33,12.83,14.01,15.58,0.09197194076383473,0.11206281227694506,3.9077135593220347,2.8849891719745218,3.31
Cytek Biosciences,CTKB,NSDQ,Medical,Medical - Biomedical and Genetics,YES,9.0,0.4,1221.0,12,64.29,39.13,25.71,0.16,0.23,0.35,0.43750000000000006,0.5217391304347825,0.8943999999999999,0.49277500000000013,
Catalent,CTLT,NYSE,Medical,Medical - Drugs,YES,46.46,1.21,8375.42,6,22.02,33.61,20.57,1.03,1.38,2.26,0.3398058252427183,0.6376811594202898,0.989094285714286,0.32257500000000006,4.35
Custom Truck One Source,CTOS,NYSE,Auto-Tires-Trucks,Automotive - Original Equipment,YES,6.9,0.58,1697.99,12,30.0,25.88,19.17,0.14,0.27,0.36,0.9285714285714285,0.3333333333333332,0.2787076923076923,0.5751000000000003,
Coterra Energy,CTRA,NYSE,Oils-Energy,Oil and Gas - Exploration and Production - United States,YES,25.52,0.28,19330.21,12,5.32,10.3,8.19,4.91,2.48,3.12,-0.494908350305499,0.2580645161290323,-0.208119341563786,0.31736249999999994,0.19
CareTrust REIT,CTRE,NYSE,Finance,REIT and Equity Trust - Other,YES,20.17,1.1,2006.41,12,13.72,13.88,12.71,1.49,1.45,1.59,-0.02684563758389264,0.09655172413793112,-5.170299999999996,1.316392857142856,
CTS,CTS,NYSE,Computer and Technology,Electronics - Miscellaneous Components,YES,43.07,0.7,1358.43,12,17.87,18.33,16.25,2.47,2.35,2.65,-0.048582995951417046,0.127659574468085,-3.7729249999999963,1.2729166666666676,
Cognizant Technology Solutions,CTSH,NSDQ,Computer and Technology,Business - Software Services,YES,68.44,1.1,34731.76,12,15.45,15.9,14.87,4.41,4.3,4.6,-0.024943310657596442,0.06976744186046507,-6.374454545454528,2.131366666666668,1.45
Corteva,CTVA,NYSE,Consumer Staples,Agriculture - Operations,YES,54.59,0.79,38806.56,12,19.22,18.61,15.62,2.57,2.93,3.49,0.1400778210116733,0.19112627986348124,1.3285472222222208,0.8172607142857142,1.24
