Company Name,Ticker,Exchange,Sector,Industry,Optionable,Last Close,Beta,Market Cap (mil),Month of Fiscal Yr End,P/E (Trailing 12 Months),P/E (F1),P/E (F2),F0 Consensus Est.,F1 Consensus Est.,F2 Consensus Est.,EPS Growth F1,EPS Growth F2,F1 PEG,F2 PEG,PEG Ratio
CubeSmart,CUBE,NYSE,Finance,REIT and Equity Trust - Other,YES,46.55,0.57,10458.74,12,17.9,17.22,16.33,2.51,2.7,2.85,0.07569721115537865,0.05555555555555552,2.274852631578942,2.939400000000002,4.01
Customers Bancorp,CUBI,NYSE,Finance,Banks - Southeast,YES,37.0,1.57,1156.25,12,5.27,6.17,6.17,7.52,5.99,5.99,-0.20345744680851058,0.0,-0.30325751633986936,inf,
Cousins Properties,CUZ,NYSE,Finance,REIT and Equity Trust - Other,YES,23.66,1.15,3589.08,12,8.76,9.11,8.84,2.71,2.6,2.68,-0.040590405904059,0.030769230769230795,-2.2443727272727294,2.8729999999999976,2.7
CVB Financial,CVBF,NSDQ,Finance,Banks - West,YES,14.77,0.39,2057.31,12,8.34,9.25,8.98,1.68,1.6,1.64,-0.04761904761904753,0.024999999999999883,-1.9425000000000037,3.592000000000017,
Cushman & Wakefield,CWK,NYSE,Finance,Real Estate - Operations,YES,9.45,1.32,2145.74,12,6.39,8.98,6.09,2.0,1.05,1.55,-0.475,0.47619047619047616,-0.1890526315789474,0.12789,
CoreCivic,CXW,NYSE,Finance,REIT and Equity Trust - Other,YES,9.26,0.95,1052.46,12,6.66,6.83,5.63,1.29,1.36,1.64,0.054263565891472916,0.20588235294117632,1.2586714285714273,0.27345714285714307,
Deutsche Bank,DB,NYSE,Finance,Banks - Foreign,YES,11.03,1.33,22796.51,12,5.74,5.63,5.25,1.85,1.96,2.1,0.059459459459459386,0.0714285714285715,0.9468636363636376,0.7349999999999993,0.65
DigitalBridge Group,DBRG,NYSE,Finance,REIT and Equity Trust,YES,16.58,2.04,2686.81,12,97.53,45.63,22.61,0.4,0.36,0.73,-0.10000000000000009,1.027777777777778,-4.562999999999996,0.21998918918918917,
Easterly Government Properties,DEA,NYSE,Finance,REIT and Equity Trust - Other,YES,14.36,0.66,1341.08,12,11.68,12.67,12.86,1.27,1.13,1.12,-0.11023622047244104,-0.008849557522123706,-1.149349999999999,-14.531800000000306,
Douglas Emmett,DEI,NYSE,Finance,REIT and Equity Trust - Other,YES,13.48,0.96,2289.03,12,6.74,7.19,7.45,2.04,1.88,1.81,-0.07843137254901968,-0.037234042553191404,-0.9167249999999992,-2.0008571428571473,
Discover Financial Services,DFS,NYSE,Finance,Financial - Consumer Loans,YES,120.37,1.44,30567.48,12,8.11,9.0,8.48,15.36,13.37,14.19,-0.12955729166666669,0.061331338818249835,-0.6946733668341708,1.382653658536585,1.68
Digital Realty Trust,DLR,NYSE,Finance,REIT and Equity Trust - Other,YES,118.21,0.55,35138.15,12,18.1,17.72,16.38,6.73,6.67,7.22,-0.008915304606240787,0.08245877061469263,-19.87593333333317,1.986447272727273,2.82
Physicians Realty Trust,DOC,NYSE,Finance,REIT and Equity Trust - Other,YES,14.34,0.83,3418.64,12,13.92,14.36,13.9,1.05,1.0,1.03,-0.04761904761904766,0.030000000000000027,-3.015599999999998,4.633333333333329,
DiamondRock Hospitality,DRH,NYSE,Finance,REIT and Equity Trust - Other,YES,7.97,1.63,1672.02,12,7.59,7.89,7.57,1.0,1.01,1.05,0.010000000000000009,0.03960396039603964,7.889999999999993,1.9114249999999984,4.9
Eastern Bankshares,EBC,NSDQ,Finance,Banks - Northeast,YES,13.35,0.72,2353.99,12,9.89,10.79,10.68,1.34,1.24,1.25,-0.07462686567164185,0.008064516129032265,-1.4458599999999986,13.24319999999999,
Encore Capital Group,ECPG,NSDQ,Finance,Financial - Consumer Loans,YES,52.13,1.5,1224.11,12,38.9,9.54,6.11,11.51,5.46,8.53,-0.525629887054735,0.5622710622710622,-0.18149652892561982,0.10866644951140067,
Euronet Worldwide,EEFT,NSDQ,Finance,Financial - Miscellaneous Services,YES,117.02,1.33,5807.32,12,17.39,15.52,13.45,6.34,7.54,8.7,0.18927444794952686,0.15384615384615374,0.8199733333333332,0.8742500000000005,
Enterprise Financial Services,EFSC,NSDQ,Finance,Banks - Midwest,YES,41.78,1.08,1558.91,12,7.54,7.81,7.95,5.08,5.35,5.25,0.05314960629921251,-0.018691588785046665,1.4694370370370393,-4.253250000000015,
EVEREST GRP LTD,EG,NYSE,Finance,Insurance - Property and Casualty,YES,359.02,0.6,14100.59,12,12.81,8.3,6.4,24.14,43.25,56.13,0.7916321458160729,0.29780346820809256,0.10484667713239143,0.2149068322981366,0.29
EastGroup Properties,EGP,NYSE,Finance,REIT and Equity Trust - Other,YES,185.76,0.93,8090.66,12,26.05,24.56,23.02,6.95,7.56,8.07,0.08776978417266179,0.06746031746031755,2.798229508196724,3.4123764705882302,3.78
ELME COMMUNTIES,ELME,NYSE,Finance,REIT and Equity Trust - Residential,YES,16.36,0.97,1435.13,12,17.78,16.69,16.25,0.89,0.98,1.01,0.10112359550561795,0.03061224489795921,1.6504555555555562,5.308333333333329,
Equity Lifestyle Properties,ELS,NYSE,Finance,REIT and Equity Trust - Residential,YES,67.22,0.68,12517.01,12,24.35,23.63,22.08,2.67,2.85,3.05,0.06741573033707872,0.07017543859649113,3.505116666666663,3.1464000000000043,4.93
Enova International,ENVA,NYSE,Finance,Financial - Consumer Loans,YES,56.39,1.55,1759.37,12,8.14,7.46,6.46,6.75,7.56,8.73,0.11999999999999994,0.15476190476190488,0.6216666666666669,0.4174153846153843,
EPR Properties,EPR,NYSE,Finance,REIT and Equity Trust - Retail,YES,45.15,1.67,3398.86,12,8.99,8.87,8.88,4.86,5.09,5.08,0.04732510288065834,-0.001964636542239644,1.874269565217395,-45.199200000000964,0.99
Essential Properties Realty Trust,EPRT,NYSE,Finance,REIT and Equity Trust - Retail,YES,24.92,1.23,3709.05,12,16.08,15.1,14.34,1.55,1.65,1.74,0.06451612903225798,0.0545454545454546,2.340500000000003,2.628999999999998,3.47
Equity Commonwealth,EQC,NYSE,Finance,REIT and Equity Trust - Other,YES,20.37,0.29,2234.62,12,33.39,23.15,27.53,0.33,0.88,0.74,1.6666666666666667,-0.15909090909090912,0.13889999999999997,-1.7304571428571427,1.85
Equitable Holdings,EQH,NYSE,Finance,Financial - Miscellaneous Services,YES,27.69,1.41,9859.95,12,5.94,5.55,4.38,5.22,4.99,6.32,-0.04406130268199225,0.2665330661322645,-1.2596086956521764,0.16433233082706766,
Equinix,EQIX,NSDQ,Finance,REIT and Equity Trust - Retail,YES,807.57,0.64,75528.45,12,26.06,26.16,24.49,29.25,30.87,32.98,0.05538461538461542,0.06835114998380291,4.72333333333333,3.582968246445504,1.87
Equity Residential,EQR,NYSE,Finance,REIT and Equity Trust - Residential,YES,67.85,0.83,25708.68,12,18.74,18.08,17.49,3.52,3.75,3.88,0.06534090909090909,0.03466666666666664,2.7670260869565215,5.045192307692312,3.62
Essent Group,ESNT,NYSE,Finance,Financial - Mortgage & Related Services,YES,48.6,1.15,5212.78,12,7.17,7.89,7.16,7.93,6.16,6.78,-0.22320302648171497,0.10064935064935067,-0.3534898305084746,0.7113806451612902,0.79
Empire State Realty Trust,ESRT,NYSE,Finance,REIT and Equity Trust - Other,YES,7.96,1.24,1276.7,12,9.05,9.48,8.84,0.85,0.84,0.9,-0.011764705882352951,0.0714285714285715,-8.057999999999995,1.237599999999999,3.4
Essex Property Trust,ESS,NYSE,Finance,REIT and Equity Trust - Residential,YES,242.53,0.77,15565.97,12,16.4,16.33,15.89,14.48,14.85,15.27,0.02555248618784525,0.028282828282828278,6.390767567567581,5.618250000000001,2.53
Evercore,EVR,NYSE,Finance,Financial - Investment Bank,YES,133.72,1.52,5127.79,12,12.96,16.46,10.5,11.15,8.13,12.73,-0.2708520179372197,0.5658056580565805,-0.6077119205298015,0.18557608695652178,
East West Bancorp,EWBC,NSDQ,Finance,Banks - West,YES,57.74,1.4,8167.91,12,6.73,6.68,7.02,7.77,8.65,8.22,0.11325611325611336,-0.049710982658959506,0.5898136363636358,-1.4121627906976753,0.67
eXp World Holdings,EXPI,NSDQ,Finance,Real Estate - Operations,YES,24.63,2.74,3779.29,12,492.6,86.42,52.4,0.13,0.28,0.47,1.153846153846154,0.6785714285714283,0.7489733333333333,0.7722105263157897,
Extra Space Storage,EXR,NYSE,Finance,REIT and Equity Trust - Other,YES,156.42,0.54,21124.45,12,18.51,18.4,17.32,8.42,8.5,9.03,0.009501187648456066,0.062352941176470514,19.36599999999998,2.777735849056607,4.65
First American Financial,FAF,NYSE,Finance,Insurance - Property and Casualty,YES,58.81,1.25,6070.05,12,10.83,14.23,11.06,6.19,4.13,5.32,-0.3327948303715671,0.2881355932203391,-0.42759077669902906,0.38384705882352926,
FB Financial,FBK,NYSE,Finance,Banks - Northeast,YES,30.2,1.02,1412.79,12,9.87,11.65,12.52,2.87,2.59,2.41,-0.09756097560975618,-0.06949806949806939,-1.194124999999999,-1.8014888888888918,
First Bancorp,FBNC,NSDQ,Finance,Banks - Southeast,YES,31.97,1.05,1310.5,12,9.03,11.35,9.88,4.07,2.82,3.24,-0.3071253071253072,0.1489361702127661,-0.3695559999999999,0.6633714285714281,
First BanCorp.,FBP,NYSE,Finance,Banks - Southeast,YES,13.28,1.12,2387.59,12,8.46,9.0,8.68,1.6,1.48,1.53,-0.07500000000000007,0.03378378378378381,-1.1999999999999988,2.569279999999998,8.11
Franklin BSP Realty Trust,FBRT,NYSE,Finance,REIT and Equity Trust,YES,14.51,1.5,1193.9,12,10.15,8.17,9.15,1.34,1.77,1.59,0.32089552238805963,-0.10169491525423725,0.25460000000000005,-0.8997500000000004,
First Commonwealth Financial,FCF,NYSE,Finance,Banks - Northeast,YES,13.37,0.93,1375.65,12,8.68,7.99,8.35,1.42,1.67,1.6,0.17605633802816903,-0.041916167664670566,0.45383199999999996,-1.992071428571433,
First Citizens BancShares,FCNCA,NSDQ,Finance,Banks - Southeast,YES,1364.0,0.97,19805.27,12,17.34,9.06,7.52,79.36,150.6,181.32,0.8976814516129031,0.20398406374501993,0.1009266704098821,0.36865624999999996,
Four Corners Property Trust,FCPT,NYSE,Finance,REIT and Equity Trust - Other,YES,26.26,0.91,2285.29,12,16.01,15.73,15.14,1.64,1.67,1.74,0.018292682926829285,0.0419161676646707,8.599066666666658,3.611971428571425,
First Financial Ban,FFBC,NSDQ,Finance,Banks - Midwest,YES,22.34,1.06,2125.76,12,8.43,8.15,9.6,2.29,2.74,2.33,0.19650655021834068,-0.1496350364963504,0.4147444444444443,-0.6415609756097559,
First Financial Bankshares,FFIN,NSDQ,Finance,Banks - Southwest,YES,29.32,0.75,4184.88,12,18.21,19.95,19.59,1.62,1.47,1.5,-0.09259259259259267,0.02040816326530614,-2.154599999999998,9.599099999999991,
"F&G Annuities & Life, Inc.",FG,NYSE,Finance,Insurance - Life Insurance,YES,24.66,,3116.52,12,,7.75,6.09,2.81,3.18,4.05,0.13167259786476873,0.27358490566037724,0.5885810810810809,0.2226000000000001,
First Hawaiian,FHB,NSDQ,Finance,Banks - West,YES,19.4,1.03,2475.39,12,9.07,9.65,10.1,2.02,2.01,1.92,-0.004950495049505065,-0.04477611940298501,-19.49299999999955,-2.25566666666667,
Federated Hermes,FHI,NYSE,Finance,Financial - Investment Management,YES,35.7,1.05,3195.83,12,11.16,10.93,10.0,2.77,3.27,3.57,0.18050541516245489,0.091743119266055,0.605522,1.0900000000000005,
First Horizon,FHN,NYSE,Finance,Banks - Southwest,YES,12.55,0.91,6764.45,12,7.17,8.28,9.05,1.6,1.52,1.39,-0.050000000000000044,-0.08552631578947376,-1.6559999999999984,-1.0581538461538453,3.41
First Interstate BancSystem,FIBK,NSDQ,Finance,Banks - Midwest,YES,25.32,0.85,2642.8,12,7.58,9.33,9.11,3.11,2.71,2.78,-0.1286173633440514,0.025830258302582967,-0.7254075000000002,3.526871428571436,
Fifth Third Bancorp,FITB,NSDQ,Finance,Banks - Major Regional,YES,27.31,1.18,18590.35,12,7.71,8.27,8.75,3.34,3.3,3.12,-0.011976047904191628,-0.05454545454545446,-6.905449999999994,-1.6041666666666692,1.0
F.N.B.,FNB,NYSE,Finance,Banks - Southeast,YES,12.08,1.06,4361.68,12,7.84,8.02,8.01,1.36,1.51,1.51,0.11029411764705875,0.0,0.727146666666667,inf,
Fidelity National Financial,FNF,NYSE,Finance,Insurance - Property and Casualty,YES,37.97,1.34,10335.1,12,8.35,10.26,7.66,5.55,3.7,4.95,-0.33333333333333326,0.33783783783783783,-0.3078,0.22673600000000002,
Focus Financial Partners,FOCS,NSDQ,Finance,Financial - Investment Management,YES,52.31,1.29,4108.96,12,12.7,13.25,11.08,4.31,3.95,4.72,-0.08352668213457064,0.19493670886075937,-1.586319444444447,0.5683896103896108,
Forestar Group,FOR,NYSE,Finance,Real Estate - Development,YES,23.89,1.63,1192.06,9,8.59,10.43,9.79,3.05,2.29,2.44,-0.2491803278688524,0.0655021834061135,-0.41857236842105267,1.4946066666666673,
First Industrial Realty Trust,FR,NYSE,Finance,REIT and Equity Trust - Other,YES,54.51,0.97,7208.58,12,23.2,22.56,20.71,2.26,2.42,2.63,0.07079646017699122,0.08677685950413222,3.1865999999999968,2.3865809523809527,
First Merchants,FRME,NSDQ,Finance,Banks - Midwest,YES,30.17,1.06,1800.58,12,6.87,7.33,8.03,3.79,4.12,3.76,0.08707124010554092,-0.0873786407766991,0.8418393939393938,-0.9189888888888881,
Federal Realty Investment Trust,FRT,NYSE,Finance,REIT and Equity Trust - Retail,YES,100.77,1.21,8214.31,12,15.72,15.51,14.94,6.3,6.5,6.74,0.03174603174603177,0.036923076923076954,4.8856499999999965,4.046249999999996,2.42
FS KKR Capital Corp.,FSK,NYSE,Finance,Financial - SBIC & Commercial Industry,YES,19.74,1.38,5528.51,12,6.6,6.39,6.66,2.87,3.09,2.96,0.07665505226480827,-0.0420711974110032,0.8336045454545463,-1.5830307692307706,
FirstService,FSV,NSDQ,Finance,Real Estate - Operations,YES,159.21,1.08,7098.99,12,36.52,33.59,29.83,4.23,4.74,5.34,0.12056737588652476,0.12658227848101258,2.7859941176470606,2.3565700000000014,
Fulton Financial,FULT,NSDQ,Finance,Banks - Northeast,YES,12.43,0.77,2055.87,12,7.02,7.7,7.73,1.78,1.62,1.61,-0.08988764044943816,-0.006172839506172844,-0.8566250000000004,-12.52259999999999,
Glacier Bancorp,GBCI,NYSE,Finance,Banks - West,YES,32.6,0.8,3614.37,12,12.16,15.94,15.08,2.74,2.05,2.16,-0.2518248175182483,0.05365853658536601,-0.6329797101449272,2.810363636363628,
Golub Capital BDC,GBDC,NSDQ,Finance,Financial - SBIC & Commercial Industry,YES,13.48,0.62,2291.11,9,9.23,8.1,8.7,1.21,1.66,1.55,0.371900826446281,-0.06626506024096378,0.2178,-1.3129090909090924,
GCM Grosvenor,GCMG,NSDQ,Finance,Financial - Investment Management,YES,7.61,0.52,1416.28,12,15.85,13.65,10.35,0.52,0.56,0.74,0.07692307692307698,0.3214285714285713,1.7744999999999986,0.3220000000000001,
Globe Life,GL,NYSE,Finance,Financial - Miscellaneous Services,YES,110.92,0.79,10598.94,12,12.34,10.65,9.85,8.09,10.41,11.27,0.2867737948084055,0.08261287223823241,0.37137284482758615,1.1923081395348847,
Gaming and Leisure Properties,GLPI,NSDQ,Finance,REIT and Equity Trust - Other,YES,48.31,0.98,12674.41,12,13.38,13.15,12.95,3.54,3.67,3.73,0.036723163841807877,0.01634877384196187,3.5808461538461573,7.921083333333326,4.33
Global Net Lease,GNL,NYSE,Finance,REIT and Equity Trust - Other,YES,10.89,1.28,1130.89,12,6.72,7.07,6.81,1.65,1.54,1.6,-0.0666666666666666,0.038961038961038995,-1.060500000000001,1.7478999999999982,1.18
Green Brick Partners,GRBK,NYSE,Finance,Real Estate - Development,YES,58.35,1.6,2655.41,12,9.41,10.83,9.55,6.07,5.39,6.11,-0.11202635914332794,0.13358070500927657,-0.9667367647058815,0.7149236111111104,
Granite Real Estate,GRP.U,NYSE,Finance,REIT and Equity Trust - Other,NO,59.96,1.05,3822.08,12,17.23,15.86,14.94,3.39,3.78,4.01,0.11504424778761052,0.06084656084656084,1.3786000000000012,2.45535652173913,
The Goldman Sachs Group,GS,NYSE,Finance,Financial - Investment Bank,YES,327.2,1.38,108777.02,12,11.65,12.71,9.65,31.98,25.74,33.92,-0.19512195121951226,0.31779331779331793,-0.6513874999999998,0.3036564792176038,1.4
Goldman Sachs BDC,GSBD,NYSE,Finance,Financial - SBIC & Commercial Industry,YES,14.2,1.19,1554.38,12,6.6,6.82,6.69,2.13,2.08,2.12,-0.023474178403755788,0.019230769230769246,-2.9053200000000103,3.4787999999999974,
Goosehead Insurance,GSHD,NSDQ,Finance,Insurance - Multi line,YES,64.22,1.22,2410.04,12,94.44,60.24,42.64,0.57,1.07,1.51,0.8771929824561406,0.41121495327102797,0.6867359999999998,1.036927272727273,1.45
Getty Realty,GTY,NYSE,Finance,REIT and Equity Trust - Other,YES,32.98,0.87,1632.3,12,15.13,14.88,14.53,2.34,2.22,2.27,-0.05128205128205114,0.02252252252252244,-2.9016000000000077,6.451320000000022,
Hannon Armstrong Sustainable Infrastructure Capita,HASI,NYSE,Finance,REIT and Equity Trust,YES,27.62,1.68,2537.27,12,13.22,12.56,11.52,2.08,2.2,2.4,0.057692307692307744,0.09090909090909079,2.177066666666665,1.2672000000000017,1.29
Huntington Bancshares,HBAN,NSDQ,Finance,Banks - Midwest,YES,11.4,1.07,16457.21,12,7.31,8.31,8.96,1.47,1.37,1.27,-0.06802721088435365,-0.07299270072992707,-1.2215700000000018,-1.227519999999999,6.34
HDFC Bank Limited,HDB,NYSE,Finance,Banks - Foreign,YES,70.55,0.76,131216.95,3,22.05,24.29,19.8,2.91,2.9,3.56,-0.0034364261168385673,0.2275862068965518,-70.68389999999836,0.8699999999999998,1.26
The Hartford Financial Services Group,HIG,NYSE,Finance,Insurance - Multi line,YES,72.22,0.85,22405.15,12,9.53,9.22,7.6,7.11,7.84,9.51,0.1026722925457102,0.21301020408163265,0.898002739726028,0.35679041916167664,1.32
Highwoods Properties,HIW,NYSE,Finance,REIT and Equity Trust - Other,YES,25.31,1.16,2669.14,12,6.36,6.66,6.74,4.03,3.8,3.75,-0.05707196029776685,-0.01315789473684206,-1.1669478260869546,-5.122400000000018,
Houlihan Lokey,HLI,NYSE,Finance,Financial - Miscellaneous Services,YES,102.74,0.78,6992.7,3,22.63,21.24,16.51,4.32,4.84,6.22,0.12037037037037027,0.28512396694214875,1.7645538461538475,0.5790463768115943,
Hamilton Lane,HLNE,NSDQ,Finance,Financial - Investment Management,YES,85.94,1.11,4640.72,3,25.81,25.35,20.16,3.15,3.39,4.26,0.07619047619047627,0.2566371681415928,3.327187499999997,0.7855448275862071,
Horace Mann Educators,HMN,NYSE,Finance,Insurance - Multi line,YES,28.73,0.4,1173.44,12,35.04,16.19,8.98,1.1,1.77,3.2,0.609090909090909,0.8079096045197741,0.2658059701492538,0.11115104895104894,
Home BancShares,HOMB,NYSE,Finance,Banks - Southeast,YES,23.76,1.16,4818.5,12,11.42,11.7,12.25,1.92,2.03,1.94,0.0572916666666666,-0.04433497536945806,2.0421818181818203,-2.76305555555556,
Hope Bancorp,HOPE,NSDQ,Finance,Banks - West,YES,9.0,1.15,1079.32,12,5.49,7.24,6.83,1.83,1.24,1.32,-0.3224043715846995,0.06451612903225812,-0.2245627118644068,1.0586499999999992,
Healthcare Realty Trust Incorporated,HR,NYSE,Finance,REIT and Equity Trust - Other,YES,18.88,0.76,7189.82,12,11.37,11.73,11.28,1.68,1.61,1.67,-0.041666666666666574,0.037267080745341505,-2.8152000000000066,3.026800000000009,
HSBC,HSBC,NYSE,Finance,Banks - Foreign,YES,40.73,0.59,164113.97,12,7.3,6.34,5.57,3.62,6.42,7.32,0.7734806629834253,0.1401869158878505,0.08196714285714286,0.39732666666666655,0.34
Host Hotels & Resorts,HST,NSDQ,Finance,REIT and Equity Trust - Other,YES,17.44,1.27,12404.04,12,8.94,9.18,9.13,1.78,1.9,1.91,0.06741573033707858,0.005263157894736847,1.3617000000000015,17.346999999999984,
Hercules Capital,HTGC,NYSE,Finance,Financial - SBIC & Commercial Industry,YES,16.19,1.39,2305.9,12,9.81,8.35,8.49,1.43,1.94,1.91,0.35664335664335667,-0.01546391752577321,0.23412745098039214,-5.490199999999995,
Hilltop Holdings,HTH,NYSE,Finance,Banks - Southeast,YES,31.87,1.05,2072.31,12,18.32,18.82,20.01,1.5,1.69,1.59,0.12666666666666662,-0.059171597633136015,1.485789473684211,-3.3816900000000047,
Heartland Financial USA,HTLF,NSDQ,Finance,Banks - Midwest,YES,30.06,1.03,1279.32,12,5.93,6.31,6.5,4.76,4.77,4.63,0.002100840336134409,-0.02935010482180287,30.03560000000064,-2.214642857142862,
Hancock Whitney,HWC,NSDQ,Finance,Banks - Southeast,YES,42.34,1.3,3644.5,12,7.02,7.92,8.49,5.96,5.35,4.99,-0.10234899328859066,-0.06728971962616813,-0.7738229508196717,-1.2617083333333352,
Interactive Brokers,IBKR,NSDQ,Finance,Financial - Investment Bank,YES,83.8,0.78,35163.18,12,18.34,14.69,14.55,3.91,5.7,5.76,0.4578005115089514,0.010526315789473615,0.32088212290502793,13.822500000000092,0.65
ICICI Bank,IBN,NYSE,Finance,Banks - Foreign,YES,23.83,0.9,83363.34,3,21.09,19.75,17.27,1.09,1.21,1.38,0.11009174311926594,0.140495867768595,1.7939583333333353,1.2292176470588239,2.25
Independent Bank Group,IBTX,NSDQ,Finance,Banks - Southeast,YES,37.5,1.35,1547.98,12,7.7,10.15,9.5,5.1,3.69,3.95,-0.2764705882352941,0.07046070460704613,-0.36712765957446813,1.3482692307692294,
Intercontinental Exchange,ICE,NYSE,Finance,Securities and Exchanges,YES,116.64,0.93,65302.88,12,22.05,20.99,19.32,5.31,5.56,6.04,0.04708097928436912,0.08633093525179865,4.458276,2.237899999999998,1.87
Intercorp Financial Services,IFS,NYSE,Finance,Financial - Miscellaneous Services,NO,25.05,1.32,2891.27,12,7.3,6.72,5.8,3.57,3.73,4.32,0.04481792717086839,0.15817694369973198,1.4993999999999985,0.36667796610169473,0.52
Innovative Industrial Properties,IIPR,NYSE,Finance,REIT and Equity Trust - Other,YES,76.92,1.6,2156.45,12,8.9,8.88,8.53,8.27,8.66,9.02,0.04715840386940757,0.04157043879907615,1.8830153846153819,2.0519388888888916,
Independent Bank,INDB,NSDQ,Finance,Banks - Northeast,YES,49.56,0.8,2186.83,12,8.34,9.53,10.02,5.74,5.2,4.95,-0.09407665505226481,-0.04807692307692307,-1.0130037037037036,-2.08416,
ING Group,ING,NYSE,Finance,Banks - Foreign,YES,14.45,1.58,53848.5,12,10.55,7.01,6.52,1.02,2.06,2.21,1.0196078431372548,0.07281553398058248,0.06875192307692309,0.8954133333333338,0.22
Invitation Home,INVH,NYSE,Finance,REIT and Equity Trust - Residential,YES,35.33,0.9,21619.08,12,20.66,19.8,18.55,1.66,1.78,1.9,0.07228915662650609,0.06741573033707858,2.7389999999999977,2.7515833333333366,2.77
Iron Mountain,IRM,NYSE,Finance,REIT and Equity Trust - Other,YES,61.28,0.92,17870.67,12,15.88,15.49,14.37,3.76,3.95,4.26,0.05053191489361713,0.07848101265822774,3.065389473684204,1.8310161290322604,3.87
Independence Realty Trust,IRT,NYSE,Finance,REIT and Equity Trust - Residential,YES,17.71,1.0,3979.48,12,16.1,15.4,14.46,1.08,1.15,1.23,0.06481481481481466,0.06956521739130442,2.3760000000000057,2.078624999999998,7.7
Itau Unibanco,ITUB,NYSE,Finance,Banks - Foreign,YES,5.94,0.71,58212.0,12,9.74,8.53,7.85,0.61,0.7,0.76,0.14754098360655732,0.0857142857142858,0.5781444444444447,0.9158333333333324,0.81
InvenTrust Properties,IVT,NYSE,Finance,REIT and Equity Trust - Other,YES,24.09,1.33,1626.28,12,15.74,14.51,14.01,1.67,1.66,1.72,-0.005988023952095814,0.036144578313253045,-24.23169999999998,3.8760999999999965,6.31
Invesco,IVZ,NYSE,Finance,Financial - Investment Management,YES,17.6,1.38,8063.77,12,11.73,10.55,8.94,1.67,1.67,1.97,0.0,0.17964071856287428,inf,0.4976599999999999,1.95
Jefferies Financial Group,JEF,NYSE,Finance,Financial - Miscellaneous Services,YES,35.54,1.41,7851.4,11,14.16,25.3,9.68,3.21,1.4,3.67,-0.5638629283489097,1.6214285714285714,-0.44869060773480657,0.05970044052863436,
Janus Henderson Group,JHG,NYSE,Finance,Financial - Investment Management,YES,28.65,1.42,4746.1,12,11.94,12.23,11.15,2.41,2.34,2.57,-0.029045643153527086,0.09829059829059829,-4.21061428571427,1.134391304347826,4.25
Jones Lang LaSalle,JLL,NYSE,Finance,Real Estate - Operations,YES,168.66,1.29,8056.03,12,13.09,12.74,9.57,15.81,13.24,17.63,-0.16255534471853259,0.33157099697885184,-0.783733073929961,0.2886259681093395,
JPMorgan Chase & Co.,JPM,NYSE,Finance,Banks - Major Regional,YES,153.38,1.1,448220.59,12,10.12,10.59,10.92,11.69,14.48,14.05,0.23866552609067587,-0.029696132596685063,0.44371720430107514,-3.6772465116279096,2.12
Jackson Financial,JXN,NYSE,Finance,Financial - Miscellaneous Services,YES,33.13,1.47,2732.92,12,2.13,2.2,1.93,16.07,15.02,17.2,-0.06533914125700066,0.1451398135818908,-0.33670476190476173,0.13297522935779818,
KB Financial Group,KB,NYSE,Finance,Banks - Foreign,YES,38.73,0.94,15627.98,12,4.64,4.2,4.04,8.76,9.23,9.58,0.053652968036529754,0.037919826652220975,0.7828085106382968,1.0654057142857156,0.45
KeyCorp,KEY,NYSE,Finance,Banks - Major Regional,YES,10.29,1.23,9623.87,12,5.39,8.03,7.13,2.09,1.28,1.44,-0.38755980861244016,0.12499999999999993,-0.2071938271604938,0.5704000000000004,1.87
Kimco Realty,KIM,NYSE,Finance,REIT and Equity Trust - Retail,YES,20.64,1.44,12794.57,12,13.06,13.21,12.76,1.58,1.56,1.62,-0.012658227848101276,0.03846153846153849,-10.435899999999993,3.317599999999997,2.37
KKR & Co.,KKR,NYSE,Finance,Financial - Investment Management,YES,60.68,1.52,52371.33,12,16.81,18.36,13.01,3.84,3.31,4.66,-0.1380208333333333,0.40785498489425986,-1.3302339622641512,0.31898592592592584,2.57
Kinsale Capital Group,KNSL,NYSE,Finance,Insurance - Property and Casualty,YES,375.25,0.91,8688.77,12,43.63,35.24,28.76,7.34,10.65,13.05,0.4509536784741145,0.22535211267605637,0.7814549848942597,1.276225,
Kilroy Realty,KRC,NYSE,Finance,REIT and Equity Trust - Other,YES,32.69,0.89,3828.68,12,6.91,7.38,7.41,4.66,4.43,4.41,-0.049356223175965754,-0.0045146726862301525,-1.4952521739130409,-16.41315000000035,2.33
Kite Realty Group Trust,KRG,NYSE,Finance,REIT and Equity Trust - Retail,YES,23.0,1.39,5044.5,12,11.62,11.65,11.19,1.89,1.97,2.06,0.04232804232804237,0.0456852791878173,2.7523124999999973,2.449366666666664,2.23
Ladder Capital Corp,LADR,NYSE,Finance,REIT and Equity Trust,YES,11.24,1.89,1421.88,12,8.65,8.6,9.29,1.13,1.31,1.21,0.15929203539823025,-0.07633587786259549,0.5398888888888883,-1.2169899999999987,
Lamar Advertising,LAMR,NSDQ,Finance,REIT and Equity Trust - Other,YES,102.2,1.39,10414.94,12,14.02,13.65,12.59,7.34,7.49,8.12,0.020435967302452365,0.08411214953271015,6.679399999999985,1.4968111111111133,
Lazard,LAZ,NYSE,Finance,Financial - Investment Management,YES,34.58,1.4,3899.45,12,14.41,36.53,8.4,3.75,0.95,4.12,-0.7466666666666666,3.336842105263158,-0.4892410714285715,0.025173501577287066,
