Nordson Corporation,NDSN,NSDQ,Industrial Products,Manufacturing - General Industrial ,13333.56,10,35.59,30.36,27.25,5.43,7.56,8.42,0.39226519337016574,0.1137566137566138,0.7739661971830986,2.3954651162790688,2.34
NortonLifeLock Inc.,NLOK,NSDQ,Industrial Products,Security and Safety Services,15043.23,3,16.59,15.05,13.62,1.42,1.72,1.9,0.21126760563380287,0.10465116279069764,0.7123666666666665,1.301466666666667,
EnPro Industries,NPO,NYSE,Industrial Products,Manufacturing - General Industrial ,1814.8,12,18.2,16.12,14.61,2.2,5.47,6.03,1.486363636363636,0.10237659963436939,0.10845259938837924,1.4270839285714272,
"OI Glass, Inc.",OI,NYSE,Industrial Products,Glass Products,2334.1,12,8.73,8.65,7.76,1.17,1.72,1.91,0.47008547008547014,0.11046511627906974,0.1840090909090909,0.702484210526316,0.44
ParkerHannifin Corporation,PH,NYSE,Industrial Products,Manufacturing - General Industrial ,38587.73,6,19.93,17.59,15.89,14.94,17.0,18.82,0.1378848728246319,0.10705882352941178,1.2757019417475723,1.4842307692307692,1.95
Packaging Corporation of America,PKG,NYSE,Industrial Products,Containers - Paper and Packaging,13877.41,12,21.36,17.17,15.58,5.85,8.51,9.38,0.45470085470085475,0.10223266745005888,0.37761090225563915,1.5239747126436765,3.43
Pentair plc,PNR,NYSE,Industrial Products,Manufacturing - Thermal Products,13318.81,12,26.33,23.72,21.51,2.44,3.39,3.73,0.38934426229508207,0.10029498525073742,0.6092294736842103,2.144673529411766,1.61
"Proto Labs, Inc.",PRLB,NYSE,Industrial Products,Rubber - Plastics,2047.38,12,37.63,41.67,33.91,2.35,1.77,2.17,-0.2468085106382979,0.2259887005649717,-1.688353448275862,1.5005175000000002,
Regal Beloit Corporation,RBC,NYSE,Industrial Products,Manufacturing - Electronics,6271.82,12,19.83,17.41,15.92,5.57,8.85,9.68,0.5888689407540394,0.09378531073446329,0.29565152439024395,1.6974939759036143,1.74
"Resideo Technologies, Inc.",REZI,NYSE,Industrial Products,Security and Safety Services,4409.11,12,14.43,17.93,15.66,1.4,1.71,1.95,0.22142857142857147,0.14035087719298245,0.8097419354838709,1.115775,
"Rockwell Automation, Inc.",ROK,NYSE,Industrial Products,Industrial Automation and Robotics,37060.94,9,35.61,34.38,31.38,7.57,9.29,10.18,0.22721268163804476,0.09580193756727672,1.5131197674418617,3.2755078651685365,3.52
RBC Bearings Incorporated,ROLL,NSDQ,Industrial Products,Manufacturing - General Industrial ,5699.08,3,56.76,49.89,43.59,3.85,4.49,5.14,0.16623376623376626,0.14476614699331836,3.0011953124999997,3.0110630769230795,
"Roper Technologies, Inc.",ROP,NYSE,Industrial Products,Manufacturing - General Industrial ,51150.6,12,34.44,31.94,29.99,12.65,15.19,16.18,0.20079051383399202,0.06517445687952601,1.5907125984251977,4.601495959595959,3.04
Reliance Steel & Aluminum Co.,RS,NYSE,Industrial Products,Metal Products - Distribution,9853.86,12,11.9,8.43,11.93,7.8,18.42,13.01,1.3615384615384616,-0.29370249728555925,0.06191525423728813,-0.4061933456561921,
Rexnord Corporation,RXN,NYSE,Industrial Products,Manufacturing - Electronics,7406.8,12,32.02,29.98,25.94,1.78,2.04,2.36,0.14606741573033707,0.15686274509803913,2.0524769230769233,1.653675000000001,2.19
Sealed Air Corporation,SEE,NYSE,Industrial Products,Containers - Paper and Packaging,9062.52,12,18.43,17.09,14.98,3.09,3.54,4.03,0.14563106796116512,0.13841807909604525,1.1735133333333327,1.0822285714285709,1.78
"SiteOne Landscape Supply, Inc.",SITE,NYSE,Industrial Products,Industrial Services,8789.44,12,47.09,47.31,42.28,2.39,4.17,4.67,0.7447698744769873,0.11990407673860912,0.635229775280899,3.526152,
Silgan Holdings Inc.,SLGN,NSDQ,Industrial Products,Containers - Metal and Glass,4687.93,12,13.1,12.53,11.82,2.98,3.39,3.59,0.13758389261744972,0.05899705014749254,0.9107170731707314,2.003490000000003,2.51
Sonoco Products Company,SON,NYSE,Industrial Products,Containers - Paper and Packaging,6370.47,12,18.94,18.2,16.87,3.36,3.56,3.84,0.059523809523809576,0.07865168539325837,3.057599999999997,2.1449000000000016,3.64
"Stanley Black & Decker, Inc.",SWK,NYSE,Industrial Products,Manufacturing - Tools & Related Products,32672.27,12,16.18,17.36,16.33,8.71,11.55,12.27,0.3260619977037887,0.062337662337662234,0.5324140845070423,2.619604166666671,1.51
Standex International Corporation,SXI,NYSE,Industrial Products,Manufacturing - General Industrial ,1156.75,6,20.59,18.09,15.34,4.56,5.24,6.18,0.14912280701754402,0.17938931297709915,1.2130941176470575,0.8551234042553196,1.29
Terex Corporation,TEX,NYSE,Industrial Products,Manufacturing - Construction and Mining,3577.25,12,24.41,17.06,11.93,-0.09,3.0,4.3,-34.333333333333336,0.4333333333333333,-0.004968932038834951,0.2753076923076923,
Timken Company The,TKR,NYSE,Industrial Products,Metal Products - Procurement and Fabrication,5988.58,12,16.64,14.62,12.92,4.16,5.37,6.08,0.2908653846153846,0.13221601489757914,0.5026380165289256,0.9771887323943662,7.62
"Terminix Global Holdings, Inc.",TMX,NYSE,Industrial Products,Industrial Services,5256.81,12,32.94,29.08,25.35,0.83,1.45,1.66,0.746987951807229,0.14482758620689654,0.38929677419354836,1.7503571428571432,1.71
Tennant Company,TNC,NYSE,Industrial Products,Manufacturing - General Industrial ,1380.04,12,19.82,16.76,14.87,2.93,4.41,4.97,0.5051194539249146,0.1269841269841269,0.3318027027027028,1.171012500000001,1.68
TriMas Corporation,TRS,NSDQ,Industrial Products,Metal Products - Procurement and Fabrication,1359.62,12,17.31,13.57,11.95,1.5,2.34,2.65,0.5599999999999999,0.1324786324786325,0.2423214285714286,0.9020322580645159,
Tenaris S.A.,TS,NYSE,Industrial Products,Steel - Pipe and Tube,11905.71,12,25.21,16.98,13.98,-0.08,1.19,1.44,-15.875,0.21008403361344538,-0.010696062992125985,0.665448,
"Tetra Tech, Inc.",TTEK,NSDQ,Industrial Products,Pollution Control,7543.47,9,38.22,38.19,35.44,3.16,3.65,3.94,0.15506329113924042,0.07945205479452055,2.4628653061224504,4.460551724137931,2.55
Unifirst Corporation,UNF,NYSE,Industrial Products,Uniform and Related,4144.89,8,28.21,27.4,27.83,7.09,8.01,7.89,0.12976022566995768,-0.014981273408239714,2.111586956521739,-18.576524999999982,
"Valmont Industries, Inc.",VMI,NYSE,Industrial Products,Steel - Pipe and Tube,5160.12,12,24.77,22.52,19.87,7.78,10.8,12.24,0.3881748071979435,0.13333333333333328,0.5801509933774833,1.4902500000000007,
VERRA MOBILITY CORP,VRRM,NSDQ,Industrial Products,Security and Safety Services,2562.83,12,39.45,29.04,17.4,0.49,0.54,0.91,0.10204081632653071,0.6851851851851851,2.845919999999997,0.253945945945946,
"Welbilt, Inc.",WBT,NYSE,Industrial Products,Manufacturing - General Industrial ,3294.81,12,44.58,36.79,27.19,0.04,0.63,0.85,14.749999999999998,0.3492063492063492,0.024942372881355937,0.7786227272727274,
Encore Wire Corporation,WIRE,NSDQ,Industrial Products,Wire and Cable Products,1803.01,12,6.72,5.49,9.46,3.17,15.92,9.24,4.022082018927445,-0.41959798994974873,0.01364964705882353,-0.22545389221556889,
"Worthington Industries, Inc.",WOR,NYSE,Industrial Products,Metal Products - Procurement and Fabrication,3157.81,5,12.48,14.71,14.19,4.72,4.15,4.3,-0.12076271186440665,0.03614457831325288,-1.2180912280701768,3.925900000000014,
Xerox Holdings Corporation,XRX,NYSE,Industrial Products,Office Supplies,4242.6,12,13.58,12.92,10.14,1.43,1.84,2.35,0.28671328671328683,0.27717391304347827,0.4506243902439022,0.36583529411764704,
Xylem Inc.,XYL,NYSE,Industrial Products,Manufacturing - General Industrial ,23949.07,12,50.16,49.79,41.01,1.95,2.67,3.24,0.36923076923076925,0.21348314606741584,1.3484791666666665,1.920994736842104,4.15
Zebra Technologies Corporation,ZBRA,NSDQ,Industrial Products,Manufacturing - Thermal Products,30594.03,12,33.52,32.87,31.08,12.14,17.43,18.43,0.43574958813838544,0.05737234652897304,0.7543323251417771,5.417244,
