Company Name,Ticker,Exchange,Sector,Industry,Optionable,Last Close,Beta,Market Cap (mil),Month of Fiscal Yr End,P/E (Trailing 12 Months),P/E (F1),P/E (F2),F0 Consensus Est.,F1 Consensus Est.,F2 Consensus Est.,EPS Growth F1,EPS Growth F2,F1 PEG,F2 PEG,PEG Ratio
PDF Solutions,PDFS,NSDQ,Computer and Technology,Computer - Services,YES,46.34,1.4,1754.07,12,67.16,68.65,46.34,0.54,0.68,1.0,0.25925925925925924,0.47058823529411753,2.647928571428572,0.9847250000000003,
Pegasystems,PEGA,NSDQ,Computer and Technology,Computer - Software,YES,56.2,1.03,4662.35,12,170.3,41.02,28.41,0.03,1.37,1.98,44.66666666666667,0.44525547445255464,0.009183582089552238,0.6380606557377051,
Perion Network,PERI,NSDQ,Computer and Technology,Internet - Content,YES,35.31,1.21,1630.35,12,13.48,12.25,11.45,2.25,2.88,3.08,0.27999999999999997,0.0694444444444445,0.43750000000000006,1.6487999999999985,0.49
PLDT,PHI,NYSE,Computer and Technology,Wireless Non-US ,NO,23.33,0.6,5040.58,12,8.84,8.74,8.45,2.6,2.67,2.76,0.026923076923076862,0.033707865168539276,3.2462857142857215,2.506833333333337,1.57
Impinj,PI,NSDQ,Computer and Technology,Electronics - Semiconductors,YES,90.07,2.1,2400.45,12,77.65,60.45,45.26,0.97,1.49,1.99,0.5360824742268041,0.33557046979865773,1.127625,1.3487479999999998,2.42
Pinterest,PINS,NYSE,Computer and Technology,Internet - Software,YES,29.15,1.02,19931.52,12,49.41,36.82,28.34,0.6,0.79,1.03,0.31666666666666676,0.30379746835443033,1.1627368421052628,0.9328583333333335,1.74
Photronics,PLAB,NSDQ,Computer and Technology,Semiconductor Equipment - Photomasks,YES,26.4,1.19,1650.48,10,12.88,13.2,11.73,1.84,2.0,2.25,0.08695652173913039,0.125,1.5180000000000007,0.9384,
ePlus,PLUS,NSDQ,Computer and Technology,Business - Software Services,YES,58.67,1.26,1580.83,3,11.69,12.74,11.94,4.72,4.61,4.91,-0.023305084745762594,0.06507592190889366,-5.46661818181821,1.8347800000000012,
Plexus,PLXS,NSDQ,Computer and Technology,Electronics - Manufacturing Services,YES,101.09,1.11,2790.08,9,16.71,18.55,16.1,4.44,5.45,6.28,0.2274774774774774,0.15229357798165138,0.8154653465346537,1.0571686746987952,
Power Integrations,POWI,NSDQ,Computer and Technology,Semiconductors - Power,YES,96.86,1.17,5555.05,12,37.25,48.37,34.02,3.26,2.0,2.85,-0.3865030674846625,0.42500000000000004,-1.251477777777778,0.800470588235294,
Perficient,PRFT,NSDQ,Computer and Technology,Computer - Services,YES,93.9,1.55,3271.3,12,21.59,20.25,18.35,4.28,4.64,5.12,0.08411214953271014,0.10344827586206906,2.407500000000004,1.7738333333333318,1.35
Progress Software,PRGS,NSDQ,Computer and Technology,Computer - Software,YES,58.88,0.91,2553.39,11,13.47,14.1,12.66,4.1,4.18,4.65,0.019512195121951237,0.11244019138755997,7.226249999999993,1.1259319148936155,7.05
Pure Storage,PSTG,NYSE,Computer and Technology,Computer- Storage Devices,YES,38.5,1.27,11840.02,1,31.05,27.72,22.95,1.28,1.39,1.68,0.0859374999999999,0.2086330935251799,3.225600000000003,1.1000172413793101,1.83
PTC,PTC,NSDQ,Computer and Technology,Computer - Software,YES,146.55,1.18,17351.52,9,33.38,33.51,27.68,4.44,4.37,5.29,-0.015765765765765827,0.21052631578947367,-21.254914285714204,1.3148000000000002,2.24
PubMatic,PUBM,NSDQ,Computer and Technology,Internet - Software,YES,19.35,0.85,1004.99,12,24.19,537.5,69.11,0.54,0.04,0.28,-0.9259259259259258,6.0,-5.805000000000001,0.11518333333333333,
Paycor HCM,PYCR,NSDQ,Computer and Technology,Internet - Software,YES,26.05,0.47,4598.74,6,74.43,59.04,48.69,0.36,0.44,0.54,0.22222222222222227,0.22727272727272735,2.6567999999999996,2.142359999999999,
PayPal,PYPL,NSDQ,Computer and Technology,Internet - Software,YES,73.49,1.31,81993.81,12,16.63,14.84,12.92,4.09,4.95,5.69,0.2102689486552568,0.14949494949494954,0.7057627906976741,0.864243243243243,0.84
