Date,MAN_PMI,MAN_NEWORDERS,MAN_EMPL,MAN_PROD,MAN_DELIV,MAN_INVENT,MAN_CUSTINV,MAN_PRICES,MAN_BACKLOG,MAN_EXPORTS,MAN_IMPORTS,NONMAN_NMI,NONMAN_BUSACT,NONMAN_NEWORD,NONMAN_EMPL,NONMAN_DELIV,NONMAN_INVENT,NONMAN_INVSENT,NONMAN_BACKLOG,NONMAN_PRICES,NONMAN_IMPORTS,NONMAN_EXPORTS
2005-08-01,52.4,57.8,51.8,55.6,49.9,47.0,46.5,62.5,50.5,54.5,53.4,,64.8,65.3,60.2,55.0,53.5,67.0,52.0,66.1,61.5,63.5
2005-09-01,56.8,60.9,53.4,62.4,57.7,49.5,44.5,78.0,55.0,57.3,53.4,,55.2,56.2,55.4,56.0,50.0,64.0,52.0,83.5,58.5,55.0
2005-10-01,57.2,61.4,54.3,62.1,61.8,46.5,41.0,84.0,55.5,55.2,58.2,,59.2,57.5,54.2,58.5,50.0,55.0,55.0,79.2,53.5,54.5
2005-11-01,56.7,61.2,56.0,62.4,57.0,47.0,43.5,74.0,53.0,57.9,54.1,,59.2,59.6,56.9,60.5,54.0,60.0,54.0,72.6,56.5,57.0
2005-12-01,55.1,60.1,53.7,60.3,54.9,46.5,48.0,63.0,49.5,54.3,52.8,,60.1,62.8,56.4,56.5,56.0,59.0,54.0,68.9,56.5,61.5
2006-01-01,55.0,58.9,53.1,59.7,55.7,47.5,46.0,65.0,53.5,58.5,57.0,,58.6,57.4,54.5,54.5,55.0,63.0,52.5,69.9,49.5,58.0
2006-02-01,55.8,61.0,53.5,57.9,54.4,52.0,48.5,62.5,54.5,57.0,57.5,,61.8,57.8,58.1,52.5,53.0,63.5,54.0,67.8,55.0,60.0
2006-03-01,54.3,57.0,53.8,57.0,53.9,50.0,48.0,66.5,59.5,57.3,57.0,,60.0,58.6,55.1,54.0,54.0,63.0,50.5,60.1,60.5,63.5
2006-04-01,55.2,55.7,54.2,57.1,57.4,51.5,46.5,71.5,57.0,53.4,59.0,,61.3,61.1,56.5,54.5,59.0,60.0,54.0,68.5,57.0,59.5
2006-05-01,53.7,54.9,53.2,56.0,56.1,48.5,44.0,77.0,53.0,55.7,56.5,,58.1,58.6,54.6,56.5,59.0,59.0,52.0,70.5,58.5,64.0
2006-06-01,52.0,55.0,49.9,53.4,54.0,47.5,45.5,76.5,54.0,55.4,56.5,,56.4,57.0,51.2,56.0,51.5,63.0,55.0,69.0,55.5,54.5
2006-07-01,53.0,55.8,50.7,56.9,53.5,48.0,44.5,78.5,50.5,51.9,57.5,,56.3,58.1,53.6,54.5,53.0,60.0,56.0,70.6,60.5,56.0
2006-08-01,53.7,55.3,52.6,55.2,54.2,51.0,46.0,73.0,51.5,55.7,54.0,,56.7,53.1,52.2,53.5,51.5,59.0,49.5,72.2,60.0,53.0
2006-09-01,52.2,54.8,49.9,56.2,52.9,47.0,49.0,61.0,46.5,55.3,56.0,,54.4,56.5,52.9,54.0,50.5,63.5,53.0,60.6,55.0,59.0
2006-10-01,51.4,54.1,49.6,54.3,51.3,47.5,52.0,47.0,44.5,57.8,57.0,,56.9,55.3,52.9,54.5,53.0,64.5,51.5,56.5,57.5,63.5
2006-11-01,50.3,50.8,49.2,50.7,53.1,47.5,50.5,53.5,46.5,56.9,56.5,,59.2,56.7,52.2,50.0,51.5,57.0,54.5,56.7,59.5,58.5
2006-12-01,51.4,51.4,49.8,52.7,55.7,47.5,50.5,47.5,45.0,54.3,55.5,,56.1,54.8,52.7,51.0,53.5,63.5,48.0,60.5,62.0,61.5
2007-01-01,49.5,52.2,50.3,51.2,53.1,40.5,52.0,53.0,43.5,52.5,54.5,,58.3,55.6,54.8,53.5,47.0,65.5,49.0,56.8,52.0,55.0
2007-02-01,51.9,55.1,50.9,53.8,52.8,47.0,53.0,59.0,51.5,54.0,61.5,,56.0,55.7,52.7,52.5,50.5,61.5,47.0,54.7,54.0,59.0
2007-03-01,50.7,50.2,49.9,53.1,51.2,49.0,48.0,65.5,47.0,55.5,57.5,,52.8,53.2,51.9,50.0,52.0,63.0,52.5,61.9,50.0,48.5
2007-04-01,52.6,57.4,51.9,56.2,50.3,47.0,47.0,73.0,54.5,57.0,58.0,,56.1,54.9,51.1,51.0,52.0,60.5,50.0,62.1,52.5,55.5
2007-05-01,52.5,58.6,52.2,56.2,49.3,46.0,48.0,71.0,52.5,59.0,57.5,,58.1,57.1,52.2,49.5,61.0,61.0,48.0,63.2,55.5,66.0
2007-06-01,52.6,57.7,51.9,59.5,48.9,45.0,47.0,68.0,53.5,56.0,54.5,,60.1,57.2,53.3,50.5,52.5,60.5,46.5,61.9,57.5,59.0
2007-07-01,52.4,58.6,49.8,57.0,50.0,46.5,51.0,65.0,52.0,56.5,54.5,,57.1,54.5,51.1,51.5,55.0,65.0,53.0,60.3,54.5,52.5
2007-08-01,50.9,54.4,50.0,54.3,49.2,46.5,49.0,63.0,50.5,57.0,52.5,,55.7,56.7,48.3,50.5,57.0,61.5,58.6,59.9,55.0,53.5
2007-09-01,51.0,54.4,52.0,56.3,50.7,41.5,50.0,59.0,51.0,54.5,53.0,,54.2,52.6,52.5,50.5,50.0,62.0,47.0,68.6,51.0,50.0
2007-10-01,51.1,56.4,50.7,51.3,51.6,45.5,54.0,63.0,46.0,57.0,47.5,,55.1,55.3,53.6,50.0,49.5,60.0,43.5,69.2,55.5,56.0
2007-11-01,50.5,52.4,48.4,53.7,52.4,45.5,49.0,67.5,41.5,58.5,47.5,,55.7,51.9,51.6,51.5,50.5,61.5,48.5,75.3,49.5,55.5
2007-12-01,49.0,46.5,48.6,49.2,56.0,44.5,51.5,68.0,43.0,52.5,48.0,,53.2,52.5,51.8,52.5,50.5,64.5,49.0,73.4,50.5,50.0
2008-01-01,50.3,48.0,47.1,53.7,53.8,49.0,49.5,76.0,44.0,58.5,52.5,45.0,41.9,43.3,45.7,49.0,44.5,57.0,46.0,71.4,41.5,52.0
2008-02-01,47.6,46.4,45.8,47.4,51.6,47.0,49.0,75.5,45.0,56.0,47.5,49.9,52.2,50.1,47.3,50.0,50.0,60.5,49.5,68.8,49.0,46.5
2008-03-01,48.3,45.6,48.2,48.3,52.7,46.5,51.0,83.5,47.5,56.5,45.0,49.4,51.7,49.3,47.4,49.0,51.5,60.5,47.5,69.8,54.5,55.0
2008-04-01,48.8,46.5,46.6,48.3,53.8,49.0,45.0,84.5,51.5,57.5,48.0,51.8,51.1,50.3,49.7,56.0,47.0,63.0,50.0,70.8,50.0,48.5
2008-05-01,48.8,48.5,46.1,49.4,52.2,48.0,47.0,87.0,46.0,59.5,49.5,51.4,53.3,54.2,47.2,51.0,54.0,66.5,49.0,75.0,48.0,54.0
2008-06-01,49.8,49.7,44.8,50.7,53.9,50.0,55.0,91.5,47.5,58.5,46.0,48.3,50.2,49.2,43.4,50.5,53.0,60.0,49.0,79.7,50.5,52.0
2008-07-01,50.0,47.0,51.2,54.6,53.3,44.0,47.0,88.5,43.0,54.0,46.5,50.0,51.0,49.0,46.3,53.5,54.5,62.5,52.0,78.3,49.0,47.5
2008-08-01,49.2,46.7,48.9,50.4,49.3,50.5,54.5,77.0,43.5,57.0,48.5,50.6,51.1,50.7,45.2,55.5,53.5,66.0,49.0,74.8,46.0,44.5
2008-09-01,44.8,41.8,42.1,45.4,51.6,43.0,53.5,53.5,35.0,52.0,44.0,49.4,50.4,49.5,44.3,53.5,45.5,62.5,46.5,72.4,47.5,50.5
2008-10-01,38.9,33.2,33.7,33.6,50.3,43.5,55.0,37.0,29.5,41.0,41.0,44.7,43.8,44.1,42.8,48.0,48.0,67.5,44.0,56.3,52.0,50.0
2008-11-01,36.5,27.6,34.4,32.4,49.7,38.5,55.0,25.5,27.0,41.0,37.5,37.6,34.2,35.3,31.5,49.5,46.0,65.0,39.5,37.3,40.0,34.5
2008-12-01,33.1,23.2,29.9,26.3,48.1,38.0,57.0,18.0,23.0,35.5,39.0,40.0,38.3,38.7,34.9,48.0,49.0,65.5,42.5,36.8,32.5,39.5
2009-01-01,34.9,31.8,28.8,30.3,45.5,38.0,55.5,29.0,29.5,37.5,36.5,43.1,44.1,40.7,36.2,51.5,41.5,62.5,37.5,41.6,40.5,39.0
2009-02-01,35.5,32.8,25.5,35.3,46.0,38.0,51.0,29.0,31.0,37.5,32.0,41.5,40.6,40.4,37.0,48.0,39.0,66.5,36.5,47.6,39.0,40.0
2009-03-01,36.0,40.3,28.6,36.3,41.9,33.0,54.0,31.0,35.5,39.0,33.0,40.0,42.8,37.2,31.9,48.0,40.0,60.0,41.0,38.7,37.0,39.0
2009-04-01,39.5,46.5,33.2,39.0,44.4,34.5,49.5,32.0,40.5,44.0,42.0,43.4,45.0,46.8,36.3,45.5,43.0,62.5,44.0,40.3,48.5,48.5
2009-05-01,41.7,49.0,34.8,42.7,49.2,33.0,46.0,43.5,48.0,48.0,42.5,44.2,43.1,45.9,37.9,50.0,47.0,62.5,40.0,47.5,46.0,47.0
2009-06-01,45.8,51.7,40.7,55.4,50.4,31.0,43.5,50.0,47.5,49.5,46.0,46.8,50.1,49.6,41.5,46.0,45.0,67.0,46.0,54.5,47.0,54.5
2009-07-01,49.9,57.6,47.1,59.9,52.2,32.5,42.5,55.0,50.0,50.5,50.0,47.0,47.0,49.7,41.3,50.0,47.0,62.5,42.0,42.7,45.0,47.5
2009-08-01,53.5,66.6,46.1,62.4,56.5,36.0,39.0,65.0,52.5,55.5,49.5,49.1,52.1,51.7,43.4,49.0,43.0,67.5,41.0,61.6,49.0,54.0
2009-09-01,54.4,63.3,47.8,61.2,58.4,41.5,39.0,63.5,53.5,55.0,52.0,50.5,53.8,53.3,44.7,50.0,47.5,62.0,51.5,49.1,51.5,48.5
2009-10-01,56.0,59.9,52.4,63.0,58.4,46.5,38.5,65.0,53.5,55.5,51.0,50.9,55.0,55.4,42.6,50.5,43.0,63.5,53.5,52.7,46.0,53.5
2009-11-01,54.4,60.6,51.7,62.7,57.5,39.5,37.0,55.0,52.0,56.0,51.5,49.3,50.9,54.9,42.8,48.5,45.5,61.5,48.5,58.1,46.0,54.5
2009-12-01,55.3,63.0,51.6,62.3,58.3,41.5,35.0,61.5,50.0,54.5,55.0,49.9,53.0,51.6,44.6,50.5,51.5,61.0,48.0,58.5,52.5,46.0
2010-01-01,57.2,62.9,53.6,64.7,59.0,46.0,32.0,70.0,56.0,58.5,56.5,49.6,51.5,51.4,44.8,50.5,46.5,64.5,45.5,59.5,47.0,46.0
2010-02-01,55.8,57.1,54.6,58.4,59.8,49.0,37.0,67.0,61.0,56.5,56.0,50.8,53.0,50.8,46.0,53.5,45.0,60.0,46.0,58.7,48.5,47.0
2010-03-01,58.8,61.4,54.0,60.7,61.3,56.5,39.0,75.0,58.0,61.5,57.0,53.2,57.7,58.3,47.4,49.5,46.5,52.5,55.5,60.7,51.0,57.5
2010-04-01,58.1,62.4,55.6,63.0,58.9,50.5,33.0,78.0,57.5,61.0,58.0,55.6,59.8,59.7,49.3,53.5,54.5,53.5,49.5,64.0,56.5,57.0
2010-05-01,58.3,63.1,57.1,64.6,60.8,46.0,32.0,77.5,59.5,62.0,56.5,55.5,61.3,58.0,49.6,53.0,62.5,60.5,56.0,60.0,56.5,53.5
2010-06-01,56.4,60.0,55.9,62.2,57.8,46.0,38.0,57.0,57.0,56.0,56.5,54.6,59.4,57.6,48.5,53.0,58.5,59.0,55.5,56.8,48.0,48.0
2010-07-01,56.4,57.0,59.5,57.7,58.9,49.0,39.0,57.5,54.5,56.5,52.5,54.8,57.4,58.9,50.7,52.0,55.5,59.0,52.0,56.0,48.0,52.0
2010-08-01,58.0,56.9,62.1,60.7,57.1,53.0,43.5,61.5,51.5,55.5,56.5,52.7,55.8,55.1,48.9,51.0,53.5,60.0,50.5,58.3,50.5,46.5
2010-09-01,56.3,53.5,57.9,60.2,54.0,56.0,42.5,70.5,46.5,54.5,56.5,53.6,53.3,54.7,51.5,55.0,47.0,59.5,48.0,60.3,53.0,58.0
2010-10-01,57.7,59.5,59.5,63.5,52.9,53.0,44.0,71.0,46.0,60.5,51.5,55.3,59.7,58.4,52.1,51.0,47.5,61.5,52.0,69.7,54.0,55.5
2010-11-01,57.6,57.9,60.5,56.0,59.5,54.0,45.5,69.5,46.0,57.0,53.0,56.7,59.1,58.4,56.6,52.5,51.5,60.0,51.5,65.4,54.5,59.5
2010-12-01,57.5,59.8,58.2,62.5,57.0,50.0,40.0,72.5,47.0,54.5,50.5,57.0,62.2,62.0,52.2,51.5,52.5,61.5,48.5,69.2,51.0,56.0
2011-01-01,59.0,62.5,60.6,62.9,57.2,52.0,45.5,81.5,58.0,62.0,55.0,57.1,61.6,61.2,52.1,53.5,49.0,60.0,50.5,69.8,53.5,53.5
2011-02-01,59.3,61.9,61.5,63.5,59.2,50.5,40.0,82.0,59.0,62.5,55.0,56.9,63.3,58.8,53.6,52.0,55.5,57.5,52.0,68.9,53.5,56.5
2011-03-01,59.1,61.9,60.7,63.8,59.9,49.0,39.5,85.0,52.5,56.0,56.5,55.5,58.2,59.3,52.9,51.5,55.5,67.0,56.0,70.7,50.0,59.0
2011-04-01,58.9,60.4,59.7,60.7,59.2,54.5,40.5,85.5,61.0,62.0,55.5,55.3,56.9,57.5,53.6,53.0,55.5,57.5,55.5,71.4,57.0,53.5
2011-05-01,53.7,52.4,57.2,54.4,55.9,48.5,39.5,76.5,50.5,55.0,54.5,55.0,55.0,56.4,54.4,54.0,55.0,55.0,55.0,70.0,50.5,57.0
2011-06-01,56.6,55.7,60.3,57.3,56.4,53.5,47.0,68.0,49.0,53.5,51.0,54.2,55.7,56.1,52.9,52.0,53.5,58.5,48.5,63.7,46.5,57.0
2011-07-01,52.9,54.9,56.1,54.3,51.4,48.0,44.0,59.0,45.0,54.0,53.5,53.8,56.6,54.6,53.3,50.5,56.5,59.5,44.0,62.0,47.5,49.0
2011-08-01,53.0,52.1,54.9,51.7,52.0,54.5,46.5,55.5,46.0,50.5,55.5,54.1,56.5,55.0,51.9,53.0,53.5,56.0,47.5,60.9,53.5,56.5
2011-09-01,52.8,51.6,54.8,53.7,51.9,52.0,49.0,56.0,41.5,53.5,54.5,52.7,56.8,55.2,49.4,49.5,51.5,59.0,52.5,61.5,47.5,52.0
2011-10-01,51.8,52.4,55.1,52.8,52.0,46.5,43.5,41.0,47.5,50.0,49.5,52.9,53.9,53.5,52.3,52.0,45.5,57.5,47.0,58.1,48.0,54.0
2011-11-01,52.1,55.2,53.0,54.4,51.3,46.5,50.0,45.0,45.0,52.0,49.0,53.2,56.1,53.5,53.1,50.0,52.5,63.0,48.0,62.9,48.5,55.5
2011-12-01,53.1,55.4,55.0,59.9,49.9,45.5,42.5,47.5,48.0,53.0,54.0,52.6,55.6,54.3,49.0,51.5,48.5,59.5,45.5,61.3,54.0,51.0
2012-01-01,52.8,55.2,54.0,54.3,50.8,49.5,47.5,55.5,52.5,55.0,52.5,55.6,58.7,57.8,54.9,51.0,47.0,58.5,49.5,61.2,55.0,56.5
2012-02-01,52.4,55.2,53.6,55.5,48.4,49.5,46.0,61.5,52.0,59.5,54.0,54.9,59.9,57.0,53.2,49.5,53.5,61.5,53.0,63.9,52.0,54.5
2012-03-01,53.0,55.5,54.6,56.5,48.6,50.0,44.5,61.0,52.5,54.0,53.5,55.1,58.5,57.1,55.2,49.5,54.0,58.5,49.5,65.0,56.0,52.5
2012-04-01,53.7,55.8,56.5,59.2,48.7,48.5,45.5,61.0,49.5,59.0,53.5,54.5,56.0,55.8,54.5,51.5,54.0,61.0,53.0,56.9,56.5,58.0
2012-05-01,53.2,57.1,56.0,56.6,50.2,46.0,43.5,47.5,47.0,53.5,53.5,54.4,56.4,56.1,51.9,53.0,56.0,63.0,53.0,53.8,53.0,53.0
2012-06-01,51.0,51.3,55.8,53.8,50.0,44.0,48.5,37.0,44.5,47.5,53.5,53.3,53.6,55.9,52.5,51.0,53.0,64.5,47.5,51.0,53.5,49.5
2012-07-01,50.6,50.3,53.3,50.6,49.6,49.0,49.5,39.5,43.0,46.5,50.5,52.9,56.2,55.6,50.3,49.5,54.5,59.0,44.5,56.5,44.5,51.0
2012-08-01,51.1,49.6,52.9,49.5,50.3,53.0,49.0,54.0,42.5,47.0,49.0,53.8,55.3,55.0,53.3,51.5,52.5,67.0,50.5,62.1,49.5,52.0
2012-09-01,52.2,53.5,54.3,51.9,50.6,50.5,49.5,58.0,44.0,48.5,49.5,55.3,60.2,56.3,53.2,51.5,48.5,65.0,48.0,66.1,50.0,50.5
2012-10-01,51.2,51.8,53.1,51.9,49.4,50.0,49.0,55.0,41.5,48.0,47.5,54.5,56.1,55.7,54.7,51.5,46.5,64.0,49.0,61.4,49.5,47.5
2012-11-01,49.5,51.4,48.8,52.2,50.2,45.0,42.5,52.5,41.0,47.0,48.0,55.1,60.9,57.3,53.3,49.0,47.0,62.5,53.5,57.5,55.5,48.0
2012-12-01,50.4,50.1,52.7,53.1,52.9,43.0,47.0,55.5,48.5,51.5,51.5,55.7,60.0,59.1,55.2,48.5,50.0,58.0,49.5,55.7,49.0,49.5
2013-01-01,52.3,50.8,53.8,53.8,51.9,51.0,48.5,56.5,47.5,50.5,50.0,54.9,56.4,55.0,55.6,52.5,47.0,64.0,49.0,57.1,51.0,55.5
2013-02-01,53.1,55.7,52.2,54.5,51.5,51.5,46.5,61.5,55.0,53.5,54.0,54.8,56.3,56.0,55.5,51.5,54.0,62.5,54.5,57.4,52.5,60.5
2013-03-01,51.5,51.7,52.1,53.9,50.4,49.5,47.5,54.5,51.0,56.0,54.0,54.5,56.6,55.2,53.2,53.0,51.5,59.5,54.5,56.4,57.5,56.5
2013-04-01,50.0,49.7,50.5,52.1,51.1,46.5,44.5,50.0,53.0,54.0,55.0,53.8,55.9,55.7,52.6,51.0,56.0,60.5,51.5,53.0,58.5,53.5
2013-05-01,50.0,49.6,49.0,52.5,49.7,49.0,46.0,49.5,48.0,51.0,54.5,54.0,57.0,56.6,50.3,52.0,51.5,62.5,51.5,54.4,49.5,50.0
2013-06-01,52.5,55.7,50.0,55.7,50.4,50.5,45.0,52.5,46.5,54.5,56.0,53.4,53.3,54.0,54.9,51.5,54.5,61.5,52.0,56.5,53.5,47.5
2013-07-01,54.9,59.1,55.5,60.8,52.0,47.0,47.5,49.0,45.0,53.5,57.5,55.9,59.5,57.7,53.9,52.5,53.5,64.0,46.5,58.3,50.5,49.5
2013-08-01,56.3,63.6,55.0,63.0,52.4,47.5,42.5,54.0,46.5,55.5,58.0,57.9,61.0,59.7,56.3,54.5,56.0,63.5,50.5,53.6,55.0,50.5
2013-09-01,56.0,61.3,54.8,61.2,52.7,50.0,43.0,56.5,49.5,52.0,55.0,54.5,55.8,58.1,54.1,50.0,54.5,62.0,50.5,56.9,51.5,57.5
2013-10-01,56.6,61.3,54.3,60.8,54.1,52.5,47.0,55.5,51.5,57.0,55.5,55.1,58.9,56.4,56.0,49.0,54.5,62.5,50.0,56.2,55.0,53.0
2013-11-01,57.0,63.4,55.4,62.4,53.3,50.5,45.0,52.5,54.0,59.5,55.0,54.1,55.3,55.7,54.5,51.0,54.0,60.5,49.0,52.7,55.0,58.0
2013-12-01,56.5,64.4,55.8,61.7,53.7,47.0,47.5,53.5,51.5,55.0,55.0,53.0,54.3,50.4,55.6,51.5,48.0,57.5,46.0,54.7,50.5,51.5
2014-01-01,51.3,51.2,52.3,54.8,54.3,44.0,44.0,60.5,48.0,54.5,53.5,54.0,56.3,50.9,56.4,52.5,50.5,63.0,49.0,57.1,48.0,49.0
2014-02-01,54.3,54.5,52.3,48.2,58.5,52.5,46.5,60.0,52.0,53.5,53.5,51.6,54.6,51.3,47.5,53.0,50.5,62.0,52.0,53.7,47.0,47.5
2014-03-01,54.4,55.1,51.1,55.9,54.0,52.5,42.0,59.0,57.5,55.5,54.5,53.1,53.4,53.4,53.6,52.0,48.0,60.5,51.5,58.3,50.5,49.5
2014-04-01,55.3,55.1,54.7,55.7,55.9,53.0,42.0,56.5,55.5,57.0,58.0,55.2,60.9,58.2,51.3,50.5,55.5,65.0,49.0,60.8,55.5,57.0
2014-05-01,55.6,56.9,52.8,61.0,53.2,53.0,46.5,60.0,52.5,56.5,54.5,56.3,62.1,60.5,52.4,50.0,55.5,63.0,54.0,61.4,55.5,53.0
2014-06-01,55.7,58.9,52.8,60.0,51.9,53.0,46.5,58.0,48.0,54.5,57.0,56.0,57.5,61.2,54.4,51.0,53.5,60.5,53.0,61.2,53.0,55.0
2014-07-01,56.4,63.4,58.2,61.2,54.1,48.5,43.5,59.5,49.5,53.0,52.0,58.7,62.4,64.9,56.0,51.5,51.0,58.0,53.0,60.9,54.5,53.0
2014-08-01,58.1,66.7,58.1,64.5,53.9,52.0,49.0,58.0,52.5,55.0,56.0,59.6,65.0,63.8,57.1,52.5,51.0,55.0,54.5,57.7,51.0,52.5
2014-09-01,56.1,60.0,54.6,64.6,52.2,51.5,44.5,59.5,47.0,53.5,53.0,58.6,62.9,61.0,58.5,52.0,52.0,60.0,52.0,55.2,52.5,57.5
2014-10-01,57.9,65.8,55.5,64.8,56.2,52.5,48.0,53.5,53.0,51.5,54.5,57.1,60.0,59.1,59.6,49.5,49.5,58.5,51.5,52.1,56.0,53.5
2014-11-01,57.6,66.0,54.9,64.4,56.8,51.5,50.0,44.5,55.0,55.0,56.0,59.3,64.4,61.4,56.7,54.5,55.5,63.0,55.5,54.4,53.5,57.0
2014-12-01,55.1,57.3,56.8,58.8,59.3,45.5,44.5,38.5,52.5,52.0,55.0,56.2,57.2,58.9,56.0,52.5,50.0,59.0,49.5,49.5,50.0,53.5
2015-01-01,53.5,52.9,54.1,56.5,52.9,51.0,42.5,35.0,46.0,49.5,55.5,56.7,61.5,59.5,51.6,54.0,52.5,61.5,49.0,45.5,46.5,52.5
2015-02-01,52.9,52.5,51.4,53.7,54.3,52.5,46.5,35.0,51.5,48.5,54.0,56.9,59.4,56.7,56.4,55.0,54.5,62.0,53.0,49.7,51.0,53.0
2015-03-01,51.5,51.8,50.0,53.8,50.5,51.5,45.5,39.0,49.5,47.5,52.5,56.5,57.5,57.8,56.6,54.0,49.5,61.0,53.5,52.4,55.5,59.0
2015-04-01,51.5,53.5,48.3,56.0,50.1,49.5,44.0,40.5,49.5,51.5,54.0,57.8,61.6,59.2,56.7,53.5,51.0,59.5,54.5,50.1,51.5,48.5
2015-05-01,52.8,55.8,51.7,54.5,50.7,51.5,45.5,49.5,53.5,50.0,55.0,55.7,59.5,57.9,55.3,50.0,51.0,59.0,48.5,55.9,53.5,55.0
2015-06-01,53.5,56.0,55.5,54.0,48.8,53.0,48.5,49.5,47.0,49.5,53.5,56.0,61.5,58.3,52.7,51.5,55.0,65.0,50.5,53.0,48.0,52.0
2015-07-01,52.7,56.5,52.7,56.0,48.9,49.5,44.0,44.0,42.5,48.0,52.0,60.3,64.9,63.8,59.6,53.0,57.0,63.5,54.0,53.7,50.5,56.5
2015-08-01,51.1,51.7,51.2,53.6,50.7,48.5,53.0,39.0,46.5,46.5,51.5,59.0,63.9,63.4,56.0,52.5,54.5,69.0,56.5,50.8,51.5,52.0
2015-09-01,50.2,50.1,50.5,51.8,50.2,48.5,54.5,38.0,41.5,46.5,50.5,56.9,60.2,56.7,58.3,52.5,51.0,65.0,54.5,48.4,53.0,52.5
2015-10-01,49.4,50.8,47.7,52.5,49.7,46.5,51.0,39.0,42.5,47.5,47.0,59.1,63.0,62.0,59.2,52.0,52.5,63.0,54.5,49.1,54.5,54.5
2015-11-01,48.4,49.0,50.8,49.8,49.6,43.0,50.5,35.5,43.0,47.5,49.0,55.9,58.2,57.5,55.0,53.0,54.5,63.5,51.5,50.3,51.0,49.5
2015-12-01,48.0,48.8,48.0,49.9,49.8,43.5,51.5,33.5,41.0,51.0,45.5,55.3,58.7,58.2,55.7,48.5,53.0,64.5,50.0,49.7,49.0,
2016-01-01,48.2,51.5,45.9,50.2,50.0,43.5,51.5,33.5,43.0,47.0,51.0,53.5,53.9,56.5,52.1,51.5,51.5,61.5,52.0,46.4,46.0,45.5
2016-02-01,49.7,51.5,48.5,52.8,49.7,45.0,47.0,38.5,48.5,46.5,49.0,54.3,57.8,55.5,49.7,50.5,52.5,62.0,52.0,45.5,55.5,53.5
2016-03-01,51.7,58.3,48.1,55.3,50.2,47.0,49.0,51.5,51.0,52.0,49.5,54.9,59.8,56.7,50.3,51.0,52.5,62.5,52.0,49.1,53.0,58.5
2016-04-01,50.7,55.8,49.2,54.2,49.1,45.5,46.0,59.0,50.5,52.5,50.0,55.7,58.8,59.9,53.0,51.0,54.0,61.0,51.5,53.4,54.0,56.5
2016-05-01,51.0,55.7,49.2,52.6,54.1,45.0,50.0,63.5,47.0,52.5,50.0,53.6,55.1,54.2,49.7,52.5,54.0,60.0,50.0,55.6,53.5,49.0
2016-06-01,52.8,57.0,50.4,54.7,55.4,48.5,51.0,60.5,52.5,53.5,52.0,56.1,59.5,59.9,52.7,54.0,55.5,62.5,47.5,55.5,54.0,53.0
2016-07-01,52.3,56.9,49.4,55.4,51.8,49.5,51.0,55.0,48.0,52.5,52.0,54.9,59.3,60.3,51.4,51.0,54.0,63.0,51.0,51.9,53.0,55.5
2016-08-01,49.4,49.1,48.3,49.6,50.9,49.0,49.5,53.0,45.5,52.5,47.0,51.7,51.8,51.4,50.7,51.5,48.0,64.0,49.5,51.8,50.5,46.5
2016-09-01,51.7,55.1,49.7,52.8,50.3,49.5,53.0,53.0,49.5,52.0,49.0,56.6,60.3,60.0,57.2,51.0,51.5,64.5,52.0,54.0,51.0,56.5
2016-10-01,52.0,52.1,52.9,54.6,52.2,47.5,49.5,54.5,45.5,52.5,52.0,54.6,57.7,57.7,53.1,50.5,52.0,62.0,52.0,56.6,53.0,55.5
2016-11-01,53.5,54.8,52.5,55.6,55.5,49.0,49.0,54.5,49.0,52.0,50.5,56.2,61.7,57.0,58.2,52.0,51.5,60.5,51.0,56.3,54.0,57.0
2016-12-01,54.5,60.3,52.8,59.4,53.0,47.0,49.0,65.5,49.0,56.0,50.5,56.6,61.4,61.6,53.8,52.0,52.0,61.5,48.0,57.0,50.0,53.0
2017-01-01,56.0,60.4,56.1,61.4,53.6,48.5,48.5,69.0,49.5,54.5,50.0,56.5,60.3,58.6,54.7,52.5,48.0,62.0,50.0,59.0,54.0,48.0
2017-02-01,57.6,65.1,54.2,62.9,54.8,51.5,47.5,68.0,57.0,55.0,54.0,57.4,63.6,61.2,55.2,50.5,52.0,64.5,54.0,57.7,51.0,57.0
2017-03-01,56.6,64.5,58.9,57.6,55.9,49.0,47.0,70.5,57.5,59.0,53.5,55.6,58.9,58.9,51.6,51.5,48.5,65.0,53.0,53.5,56.5,62.5
2017-04-01,55.3,57.5,52.0,58.6,55.1,51.0,45.5,68.5,57.0,59.5,55.5,57.3,62.4,63.2,51.4,53.0,52.5,60.0,53.5,57.6,53.0,65.5
2017-05-01,55.5,59.5,53.5,57.1,53.1,51.5,49.5,60.5,55.0,57.5,53.5,57.1,60.7,57.7,57.8,51.5,54.0,63.0,57.0,49.2,48.5,54.5
2017-06-01,56.7,63.5,57.2,62.4,57.0,49.0,50.5,55.0,57.0,59.5,54.0,57.2,60.8,60.5,55.8,52.5,57.5,62.0,52.5,52.1,51.0,55.0
2017-07-01,56.5,60.4,55.2,60.6,55.4,50.0,49.0,62.0,55.0,57.5,56.0,54.3,55.9,55.1,53.6,51.0,56.5,67.5,52.0,55.7,51.5,53.0
2017-08-01,59.3,60.3,59.9,61.0,57.1,55.5,41.0,62.0,57.5,55.5,54.5,55.2,57.5,57.1,56.2,50.5,53.5,61.0,53.5,57.9,50.5,55.0
